epci_insee_id,aldo_soil_category,soil_carbon_content
200042901,cultures,46.7609733778496
200042935,cultures,53.7710623069011
200042943,cultures,42.6017594863129
200042992,cultures,47.0633197774869
200043016,cultures,49.3382744587683
200043065,cultures,43
200043081,cultures,42.3757511330504
200043123,cultures,49.798117722644
200043156,cultures,52.2904854386775
200043172,cultures,48.8169534872284
200043263,cultures,52
200043321,cultures,53.7810498958239
200043354,cultures,50.4284870669214
200043396,cultures,52.4916322365873
200043404,cultures,52
200043438,cultures,46.7403346608682
200043495,cultures,52.1291165102105
200043602,cultures,39.4782011762944
200043628,cultures,47.2977578511485
200043693,cultures,52.5386052362204
200043776,cultures,50.3794354833464
200043974,cultures,47.8833066741945
200043982,cultures,48.4672300146565
200043990,cultures,50.4003123146177
200044014,cultures,52
200044030,cultures,50.6864095399843
200044048,cultures,51.0972113028229
200044253,cultures,52.4621212568297
200044394,cultures,49.7371775332669
200044469,cultures,45.7677072312325
200044618,cultures,50.0543481875602
200046977,cultures,50.1569547689747
200048551,cultures,50.7730221717176
200049187,cultures,52.9532787171341
200049211,cultures,49.6908774855359
200049484,cultures,48.9889725054831
200054781,cultures,41.5546498345757
200054807,cultures,42.7456548177471
200055481,cultures,42.6789429326898
200055655,cultures,42.1389862471577
200055887,cultures,50.1896914675877
200056232,cultures,42.0807522026136
200056380,cultures,39.4812286531006
200057859,cultures,43
200057958,cultures,39.7277145618689
200058360,cultures,44.023750525058
200058477,cultures,40.7902190704094
200058485,cultures,39
200058519,cultures,39
200058782,cultures,42.382860843289
200059228,cultures,43
200059392,cultures,50.3675395238562
200059400,cultures,49.3908952035359
200059889,cultures,40.8423218484877
200060010,cultures,47.7264828604848
200065563,cultures,50
200065589,cultures,49.7155776792806
200065597,cultures,49.9698185676242
200065647,cultures,53.8117721273438
200065787,cultures,50.7816689851257
200065886,cultures,51.2985983974988
200065894,cultures,50.6355988224837
200065928,cultures,50.2099757030412
200066009,cultures,45.3022914553661
200066017,cultures,53.2124440446293
200066025,cultures,43
200066033,cultures,52.3259077881739
200066041,cultures,52.8567027832826
200066058,cultures,52.5741673922658
200066108,cultures,52.2496665429293
200066116,cultures,52
200066124,cultures,41.9432010480395
200066132,cultures,53.4635804288326
200066140,cultures,52.2648825994836
200066157,cultures,52.9864565184164
200066165,cultures,52
200066173,cultures,53.9803812758125
200066223,cultures,44.1322983606837
200066231,cultures,41.6744611586894
200066280,cultures,42.1160099176489
200066322,cultures,43
200066330,cultures,48.7306287801964
200066348,cultures,45.087900570257
200066355,cultures,40.3478096139463
200066363,cultures,52.1887198281935
200066371,cultures,49.0826699073981
200066389,cultures,50.4862738343053
200066405,cultures,50.9331716771942
200066413,cultures,51.8338087305844
200066462,cultures,52.8251283173144
200066512,cultures,49.5609370816743
200066520,cultures,49.2781677044654
200066553,cultures,47.8220239560673
200066561,cultures,46.7738427281978
200066587,cultures,51.9510043089536
200066603,cultures,49.9630313294084
200066637,cultures,52
200066645,cultures,50.4644077553142
200066652,cultures,39.1560251571532
200066660,cultures,52
200066678,cultures,47.7131630214714
200066710,cultures,50.0347291241871
200066728,cultures,50.2567207290262
200066744,cultures,51.8261927598713
200066751,cultures,48.6404494974291
200066769,cultures,49.8216494036381
200066777,cultures,50.7677370017828
200066785,cultures,50.3624543499294
200066793,cultures,53.8139097545451
200066801,cultures,49.7772669624298
200066819,cultures,43.8405509457361
200066827,cultures,50.907654138965
200066835,cultures,48.2567619524762
200066850,cultures,54.0585273631041
200066868,cultures,49.8297294793193
200066876,cultures,44.8935369334749
200066884,cultures,41.3844533616579
200066892,cultures,50.6093225480954
200066918,cultures,40.8147378865719
200066926,cultures,45.3722148635929
200066975,cultures,38.9068188223741
200067023,cultures,50.6552034418897
200067031,cultures,49.3871395807511
200067049,cultures,47.1935321019066
200067064,cultures,47.6600510861449
200067072,cultures,50.2790087051725
200067080,cultures,47.7891644149366
200067106,cultures,50.2203675158242
200067114,cultures,43.1376581997834
200067122,cultures,41.2345803731015
200067130,cultures,49.5245491775771
200067155,cultures,44.9160716895349
200067163,cultures,47.3872416784823
200067171,cultures,50.9546483919679
200067189,cultures,51.2115563474211
200067197,cultures,49.8202023884888
200067205,cultures,49.768018689958
200067213,cultures,49.9547678748985
200067221,cultures,50.3168953141739
200067239,cultures,50.0195251274299
200067247,cultures,49.8953022438614
200067254,cultures,50.1818394983052
200067262,cultures,51.3111574056164
200067288,cultures,50.2985613110513
200067296,cultures,49.8057392796815
200067304,cultures,44.9293675485937
200067320,cultures,53.4801487553721
200067346,cultures,49.278855395462
200067361,cultures,48.2489544769292
200067379,cultures,50.4298157956622
200067429,cultures,50.3756102852065
200067437,cultures,49.893363491408
200067445,cultures,54.0609059114836
200067452,cultures,53.2202161982938
200067460,cultures,50.6830871219361
200067478,cultures,48.3011680128967
200067486,cultures,53.1074694226812
200067502,cultures,52.1358990802776
200067510,cultures,49.4097036406215
200067544,cultures,50.1805659850768
200067551,cultures,53.9433229229515
200067593,cultures,51.8662631250748
200067627,cultures,52.1893610805195
200067635,cultures,48.8919430028873
200067643,cultures,52.089733717946
200067650,cultures,52
200067668,cultures,40.5081101424992
200067676,cultures,38.9177908243539
200067684,cultures,46.4896764056261
200067692,cultures,48.8645539540967
200067700,cultures,50.1533430931127
200067742,cultures,53.0321841976204
200067759,cultures,53.1342643585772
200067767,cultures,53.9445676377127
200067783,cultures,52.2345329872119
200067791,cultures,49.0507656249688
200067817,cultures,51.2614206585648
200067825,cultures,53.1362874884523
200067841,cultures,54.415013643698
200067866,cultures,49.0323396158474
200067874,cultures,47.8890280224039
200067882,cultures,49.1071350018165
200067890,cultures,51.0247116519888
200067908,cultures,49.1196114924502
200067916,cultures,50.7899188622067
200067924,cultures,42.0684523966054
200067932,cultures,50.1750655903349
200067940,cultures,50.9692759613637
200067957,cultures,52.8194760821571
200067965,cultures,38.4175674999436
200067973,cultures,47.4574673351034
200067981,cultures,50.4510641550348
200067999,cultures,49.8032450086209
200068005,cultures,51.7478748158852
200068047,cultures,41.2440560877476
200068070,cultures,50.9925085836561
200068088,cultures,50.1726376530973
200068096,cultures,52.8857133458772
200068104,cultures,42.5400601676954
200068112,cultures,52.619172697632
200068120,cultures,50.1455066657675
200068146,cultures,53.2621239924229
200068229,cultures,51.8306172843937
200068278,cultures,47.8986359598788
200068294,cultures,52.7906885817893
200068369,cultures,52
200068377,cultures,52
200068435,cultures,49.0231173986347
200068443,cultures,50.3014817972948
200068450,cultures,52.5692187782872
200068468,cultures,52
200068484,cultures,49.3174581721566
200068500,cultures,53.3569869461663
200068534,cultures,50.8656030872299
200068542,cultures,50.4000288169724
200068559,cultures,52
200068567,cultures,51.7271523044131
200068625,cultures,53.58077482741
200068641,cultures,39.8249663849128
200068658,cultures,52.4862888763064
200068666,cultures,51.155367138461
200068674,cultures,53.9931740693421
200068682,cultures,53.2455062032193
200068757,cultures,52.4301305944708
200068765,cultures,51.5017320268801
200068773,cultures,52
200068781,cultures,49.7583727360272
200068799,cultures,50.73147672439
200068807,cultures,41.2172680333163
200068815,cultures,41.1595079719584
200068831,cultures,50
200068856,cultures,53.2640642002624
200068864,cultures,50.8932558996682
200068872,cultures,48.6412098196588
200068880,cultures,46.8165252937215
200068914,cultures,50.6115596120993
200068922,cultures,49.9367829595884
200068930,cultures,49.9629876051284
200068948,cultures,49.5218177824044
200068955,cultures,39.5198112409457
200068963,cultures,50.8238028091997
200068989,cultures,50.5774947148074
200068997,cultures,53.8692878944057
200069003,cultures,50.7833031650941
200069029,cultures,49.6873967711892
200069037,cultures,51.0431298779403
200069052,cultures,52.8088612946551
200069060,cultures,52
200069086,cultures,50.5285081919103
200069094,cultures,49.7725201509656
200069102,cultures,52
200069110,cultures,54.4447900587237
200069128,cultures,51.6680858051428
200069136,cultures,48.9923954415408
200069144,cultures,52
200069151,cultures,51.8461004420932
200069169,cultures,52
200069177,cultures,52.4129740869816
200069185,cultures,52
200069193,cultures,49.9718841387211
200069227,cultures,50.6852620195864
200069235,cultures,53.0849278149771
200069250,cultures,45.5561350233317
200069268,cultures,51.9135967659566
200069300,cultures,50.1192052138764
200069383,cultures,49.5969214503303
200069391,cultures,50.6618999238941
200069409,cultures,50.2983987872162
200069417,cultures,50.2118328140502
200069425,cultures,50.8150259293453
200069433,cultures,52
200069441,cultures,53.5185378551375
200069458,cultures,53.0720603571342
200069482,cultures,54.373887405605
200069516,cultures,49.5891191962997
200069524,cultures,50.5240308059285
200069532,cultures,49.9130269133379
200069540,cultures,49.5989988935347
200069565,cultures,54.4104956098999
200069581,cultures,48.0561830220872
200069599,cultures,50.2317248964138
200069615,cultures,51.3769159947127
200069623,cultures,54.9831606043952
200069631,cultures,50.1318109737131
200069649,cultures,49.8739673801653
200069656,cultures,47.326021385389
200069664,cultures,52.6818155900249
200069672,cultures,53.7218025053212
200069698,cultures,49.8447083949093
200069722,cultures,53.3306502364897
200069730,cultures,50.4410624805991
200069748,cultures,49.8884413487461
200069755,cultures,49.722407913834
200069763,cultures,49.474373968036
200069821,cultures,50.9118470796228
200069839,cultures,50.9195699477534
200069847,cultures,50.9819796248407
200069854,cultures,48.6540334832427
200069912,cultures,53.2111248414862
200069953,cultures,41.2887708983534
200069961,cultures,43.9610355672762
200069995,cultures,48.098384652786
200070035,cultures,49.2910198660507
200070043,cultures,48.5547917564215
200070068,cultures,52.4287801056111
200070092,cultures,49.7117755398474
200070100,cultures,41.9714717326519
200070118,cultures,50.5636161042879
200070126,cultures,43
200070142,cultures,49.9690229572182
200070159,cultures,43
200070167,cultures,51.3795264694082
200070183,cultures,41.963128924183
200070233,cultures,48.8865887773514
200070282,cultures,50.0557197887722
200070290,cultures,52
200070308,cultures,49.9690731210467
200070316,cultures,49.5886374675505
200070324,cultures,52.5427705406078
200070332,cultures,53.348748599263
200070340,cultures,52
200070365,cultures,40.9169965917797
200070373,cultures,42.4871278579435
200070407,cultures,52.4196548558164
200070431,cultures,50.2268287975841
200070449,cultures,50.8137120487698
200070464,cultures,53.6661499881349
200070506,cultures,48.7816088022466
200070514,cultures,49.7709043329644
200070530,cultures,50.155200267157
200070548,cultures,48.8403527516199
200070555,cultures,50.2685122356773
200070563,cultures,53.8441378606553
200070571,cultures,41.4227347682272
200070589,cultures,53.6371742936562
200070647,cultures,49.7073373881293
200070662,cultures,50.0856631280723
200070670,cultures,50.6343541487389
200070688,cultures,50.4492989445296
200070712,cultures,51.9905382797756
200070720,cultures,47.4626095823156
200070738,cultures,53.064915861309
200070746,cultures,52.8231821571667
200070753,cultures,52.754857223368
200070761,cultures,52
200070779,cultures,42.3413755077594
200070787,cultures,49.8050507716447
200070795,cultures,49.0438010714149
200070803,cultures,49.0353216686351
200070811,cultures,52.9102336129679
200070829,cultures,51.4662874138501
200070845,cultures,53.2826621433562
200070852,cultures,54.7026151402926
200070894,cultures,51.1293801259823
200070902,cultures,50.000189260978
200070910,cultures,51.1815341841028
200070928,cultures,50
200070936,cultures,50.1449696768971
200070944,cultures,50.132455069267
200070951,cultures,53.3138168776723
200070969,cultures,50.4649742455494
200070977,cultures,49.7571881173135
200070985,cultures,47.4077632303395
200070993,cultures,50.1600555386407
200071017,cultures,50.7421697320613
200071025,cultures,46.7911410119607
200071033,cultures,49.8724265637917
200071041,cultures,48.2926484036373
200071058,cultures,42.9988700170778
200071066,cultures,52
200071074,cultures,39.9554662349293
200071082,cultures,50.6632484695552
200071116,cultures,53.1941529130825
200071140,cultures,49.9302460871021
200071157,cultures,52
200071165,cultures,49.5876071978491
200071173,cultures,51.5523766449924
200071181,cultures,51.8821079732944
200071199,cultures,51.1736979594432
200071207,cultures,53.6071835633611
200071215,cultures,52
200071223,cultures,50.6074090336057
200071298,cultures,42.4974568376199
200071314,cultures,39.7724667931788
200071363,cultures,50.949655538113
200071371,cultures,50.318030189634
200071389,cultures,49.4215100866647
200071405,cultures,48.4387490438364
200071413,cultures,49.1586887612606
200071454,cultures,42.3633322659302
200071470,cultures,50.0722695344245
200071496,cultures,49.123094739855
200071504,cultures,49.5108032429984
200071512,cultures,49.6591773021869
200071520,cultures,52.0689893131174
200071538,cultures,50.2062383317228
200071546,cultures,49.2923819519278
200071553,cultures,41.0945137595552
200071579,cultures,50.0406447089525
200071587,cultures,44.999868371057
200071595,cultures,50.6703070479191
200071629,cultures,49.8422551754141
200071645,cultures,49.2114130475754
200071652,cultures,52.9288373748817
200071678,cultures,47.9321484516251
200071751,cultures,50.1519385707605
200071769,cultures,47.4300949657298
200071777,cultures,43
200071785,cultures,46.5184840482911
200071819,cultures,49.0869106766492
200071827,cultures,50.6629960084301
200071843,cultures,47.898884680423
200071850,cultures,40.7778115038851
200071868,cultures,42.0946035716894
200071876,cultures,41.3065423843471
200071884,cultures,48.9526674628317
200071892,cultures,51.7965381336487
200071900,cultures,49.5117013899289
200071918,cultures,49.5616434322759
200071926,cultures,45.0129863602263
200071934,cultures,50.1099388470507
200071942,cultures,49.5424328103565
200071967,cultures,53.9433229229515
200071983,cultures,53.8746421233215
200071991,cultures,42.1111982902824
200072007,cultures,52
200072015,cultures,49.5509829041637
200072023,cultures,48.6301550692539
200072031,cultures,52.2326759373566
200072049,cultures,49.504199591917
200072056,cultures,50.7246582984395
200072064,cultures,41.97349918569
200072072,cultures,40.3435030472029
200072080,cultures,52
200072098,cultures,51.9079678408264
200072106,cultures,50.0205877335325
200072122,cultures,40.9123521867212
200072130,cultures,42.9477571580967
200072304,cultures,53.3774048596007
200072312,cultures,45.3673153572215
200072320,cultures,49.6641678129216
200072346,cultures,39.2932485068731
200072452,cultures,50.4247573256911
200072460,cultures,51.3312259882198
200072478,cultures,49.5886360192221
200072544,cultures,43.0293139036474
200072635,cultures,51.637535243006
200072643,cultures,48.085364385726
200072650,cultures,39.220141981353
200072668,cultures,42.3121180081867
200072676,cultures,49.1501423465386
200072684,cultures,50.8239045931413
200072692,cultures,46.2101669817031
200072700,cultures,50.019824998368
200072718,cultures,50.3346186812262
200072726,cultures,50.0458186752417
200072734,cultures,50.6367147203592
200072825,cultures,49.8597572640933
200072874,cultures,39.1979837870026
200072882,cultures,49.1810504838242
200072981,cultures,40.0466605276619
200072999,cultures,52
200073013,cultures,40.8387062871098
200073096,cultures,48.5828708409114
200073104,cultures,44.9227831319334
200073112,cultures,40.9444097166571
200073120,cultures,42.7533419106415
200073138,cultures,47.4131686503012
200073146,cultures,50.5906670639631
200073161,cultures,39.8233696710274
200073237,cultures,40.1596573311943
200073245,cultures,49.6039043683157
200073252,cultures,42.7737298229263
200073260,cultures,49.0966306642938
200073344,cultures,39.392512464412
200073393,cultures,52
200073401,cultures,52
200073419,cultures,52.1949253535608
200073427,cultures,52
240100578,cultures,52
240100610,cultures,50.1424136114326
240100750,cultures,54.2746378043879
240100800,cultures,50.5436231572636
240100883,cultures,51.0210843243838
240100891,cultures,52
240200444,cultures,52.7302265291018
240200469,cultures,53.7118575703914
240200477,cultures,43.1143193917272
240200493,cultures,53.7027634665
240200501,cultures,49.4656409605395
240200519,cultures,50.5803389459271
240200576,cultures,50.7962819194195
240200584,cultures,50.9838282564452
240200592,cultures,51.1356600948956
240200600,cultures,52
240200634,cultures,53.8985740752641
240300491,cultures,49.6524920068991
240300558,cultures,49.0243272800145
240300566,cultures,49.240038893986
240300657,cultures,50
240400440,cultures,48.0582883272489
240500439,cultures,52.1111765927208
240500462,cultures,52.3406704528395
240600551,cultures,50.0312378911419
240600585,cultures,43.2622864097131
240600593,cultures,41.1086427012068
240700302,cultures,45.949390846003
240700617,cultures,47.1423950856999
240700716,cultures,51.3635877521656
240700815,cultures,50.3632574864851
240700864,cultures,47.3395216312715
240800821,cultures,52.7077765113252
240800847,cultures,53.7574816924814
240800862,cultures,52.7319693196491
240800920,cultures,52
240900431,cultures,51.8102718264817
240900464,cultures,50.5888340255016
241000223,cultures,43.8440303852966
241000405,cultures,52.9097388572053
241000447,cultures,50.5834853967801
241000488,cultures,43.0633973264934
241100593,cultures,37.9701047598122
241200187,cultures,49.4886012622184
241200542,cultures,49.021274389269
241200567,cultures,48.8047284788798
241200625,cultures,49.9267728000727
241200641,cultures,48.6683740232323
241200658,cultures,47.9383216415358
241200674,cultures,49.7650795217093
241200765,cultures,47.590191332609
241200807,cultures,50
241200906,cultures,48.5424290775246
241200914,cultures,46.8927640979626
241300375,cultures,42.1284146070278
241300417,cultures,43
241400415,cultures,50.3534984188452
241400514,cultures,50.4238597173748
241400555,cultures,49.5261074246935
241400761,cultures,49.7155776792806
241400860,cultures,49.9331969828546
241400878,cultures,50.0725157135422
241500230,cultures,50.9420769047384
241500255,cultures,51.9967805212933
241500271,cultures,51.3052500153872
241501055,cultures,51.0399859473444
241501089,cultures,51.9639626641475
241501139,cultures,51.7038939484213
241600303,cultures,48.6078160058936
241700434,cultures,48.2018258375555
241700459,cultures,47.6435958107103
241700517,cultures,50.2903279208351
241700624,cultures,48.7767438239986
241700632,cultures,50.1831314433131
241700640,cultures,49.3076636166426
241700699,cultures,48.7607150066174
241800325,cultures,46.8001589601817
241800374,cultures,48.2013293394804
241800424,cultures,49.0504394816187
241800432,cultures,50.0389265249981
241800457,cultures,46.7623067977324
241800507,cultures,45.093506542673
241900133,cultures,50.8732203851757
241927201,cultures,48.8675446312345
241927243,cultures,49.4573487206093
242000354,cultures,43
242000495,cultures,42.2529132316662
242000503,cultures,47.8943504167693
242010056,cultures,42.4957844721617
242010130,cultures,42.1328068578063
242020071,cultures,50.0604912336088
242020105,cultures,45.8954765276795
242100154,cultures,52.5305083668858
242100410,cultures,50.7757102380805
242101434,cultures,52.6913513277534
242101442,cultures,52.046396570611
242101459,cultures,51.6417004908369
242101491,cultures,51.1124423259034
242101509,cultures,50.0498504521429
242200715,cultures,49.8642474982725
242400752,cultures,48.5873183782645
242400935,cultures,50
242401024,cultures,49.9348260030761
242500320,cultures,55
242500338,cultures,55
242500361,cultures,51.9145391551801
242504116,cultures,55
242504181,cultures,55
242504355,cultures,55
242504371,cultures,55
242504447,cultures,53.3846518850529
242504488,cultures,55
242504496,cultures,55
242600252,cultures,50.9195093307626
242600492,cultures,51.805455100556
242600534,cultures,52.9233183022994
242700276,cultures,50.9093473129005
242700607,cultures,50.8412048867289
242700623,cultures,41.0225847558937
242852465,cultures,41.5432398562421
242900074,cultures,49.9429733685612
242900314,cultures,50.2166596235831
242900553,cultures,50.3176925587235
242900561,cultures,49.7036940027586
242900629,cultures,49.4236243811172
242900645,cultures,50
242900660,cultures,50.2845845207248
242900694,cultures,50.1156043089006
242900702,cultures,49.3554883157369
242900710,cultures,49.9940077357916
242900744,cultures,49.8054913983535
242900751,cultures,50.4677766595281
242900769,cultures,49.9261432133925
242900793,cultures,50.2389991308854
242900801,cultures,50.0943501828528
242900835,cultures,50.192069968126
243000270,cultures,46.0431796350882
243000296,cultures,40.9800723206771
243000569,cultures,41.0767054580614
243000585,cultures,39.8553631877113
243000593,cultures,40.4444744984977
243000643,cultures,43
243000650,cultures,39
243000684,cultures,40.3808895875457
243100518,cultures,40.105301848102
243100567,cultures,44.4727074290683
243100633,cultures,43
243100732,cultures,41.9190252584583
243100773,cultures,40.3981732671196
243100781,cultures,39.552111902238
243100815,cultures,40.6646825281274
243200391,cultures,45.8309233366198
243200409,cultures,48.9670661629103
243200417,cultures,49.6188343639119
243200425,cultures,49.6304304775039
243200458,cultures,49.2806139673932
243200508,cultures,50.3264459086725
243200599,cultures,40.2915562622943
243200607,cultures,49.5212939296537
243300316,cultures,48.318743372016
243300563,cultures,47
243300811,cultures,50.2388730115274
243301165,cultures,47
243301181,cultures,49.2746863765608
243301215,cultures,48.4004703011171
243301223,cultures,48.5638049446536
243301249,cultures,50.3462135467617
243301264,cultures,47.2364338939684
243301355,cultures,48.6289825024472
243301371,cultures,48.9703089749814
243301389,cultures,47.0700215504127
243301397,cultures,50.3225828341703
243301405,cultures,47
243301439,cultures,49.9323139170532
243301447,cultures,48.4261101182959
243301454,cultures,49.7012639145555
243301504,cultures,47
243400017,cultures,41.6695371418086
243400355,cultures,42.4270455628691
243400470,cultures,39.937942646311
243400488,cultures,42.3636388109568
243400520,cultures,41.8912874601468
243400694,cultures,41.6126909065747
243400736,cultures,41.5655490736441
243400769,cultures,42.8677626424533
243400819,cultures,42.209267726489
243500139,cultures,50.8514991478424
243500550,cultures,50.5898017334407
243500618,cultures,49.4244591740918
243500634,cultures,50.4514577944263
243500659,cultures,51
243500667,cultures,50.5675991855513
243500725,cultures,50.5611038098369
243500733,cultures,50.6872676110124
243500741,cultures,50.1948759120732
243500774,cultures,50.4718968449
243500782,cultures,50.4764692853705
