EPCI_Siren,wood_composition,BO_harvest,BI_harvest,BE_harvest
200042935,coniferes,122926.314873312,10373.1624415019,37106.4128636669
200042943,coniferes,9.53254215132886,0,107.849958934098
200042992,coniferes,64.8950570201627,53.0285323079044,98.6105743355819
200043016,coniferes,54.4539093029501,45.8905929206314,21.0789326334
200043065,coniferes,554.875348124813,611.883089370513,279.33793210393
200043081,coniferes,6621.90657021535,7292.3552300425,3329.32434801864
200043123,coniferes,20806.7574452602,6087.64319857107,2333.30416544655
200043156,coniferes,940.463909411235,767.995885003418,1430.41116027788
200043172,coniferes,3580.40221733055,1387.66316217704,892.816756500986
200043263,coniferes,121.731320955537,101.058799050473,2390.98936645185
200043321,coniferes,16.637108969549,13.8631770078174,328.233121419277
200043354,coniferes,106.514237309956,58.673096823281,46.7128117016122
200043396,coniferes,20.0786024598502,16.7321687165419,396.167173902655
200043404,coniferes,211.911153879313,175.627150762407,4153.85055093073
200043438,coniferes,1380.02069319396,1127.67405215278,2096.99535526355
200043495,coniferes,619.180706339993,151.355283771998,1895.67010457663
200043602,coniferes,1169.42342364492,548.167229833554,860.627197437521
200043628,coniferes,2275.51227570322,1917.66961944344,880.843461562538
200043693,coniferes,3223.85032962196,1117.94809817536,1292.5756875865
200043776,coniferes,43369.7604789961,20343.5387708281,31807.2130582307
200043974,coniferes,154830.326773952,113463.083025451,36244.6739141116
200043982,coniferes,113080.407248737,82867.8199132619,26471.3158733381
200043990,coniferes,8400.00321128306,2457.67378947321,941.990242074744
200044014,coniferes,38367.1139192971,14840.1101008602,9570.05315517748
200044030,coniferes,10.0618066469563,8.33692253989268,197.171305469027
200044048,coniferes,3.99042513862944,3.3253542821912,78.7343368644356
200044253,coniferes,5702.56940989782,4651.21646521619,8644.83127769585
200044394,coniferes,3896.22528693194,2855.23994186516,912.078518228138
200044469,coniferes,7863.78321648023,4259.49286981638,1254.56340128718
200044618,coniferes,2.53194545720714,2.10995454767262,49.9573453014568
200046977,coniferes,318.468369158647,26.7816178817144,96.136026986859
200048551,coniferes,1048.86148207583,599.676441955658,292.535906232439
200049187,coniferes,25737.3604642912,8925.05241906872,10319.1783108286
200049211,coniferes,21446.106457146,10052.8624017872,15783.0791849818
200049484,coniferes,2398.85017542936,2632.58959025163,1201.50557689259
200054781,coniferes,37.8732905565344,79.1896075272992,170.429807504405
200054781,coniferes,37.8732905565344,79.1896075272992,170.429807504405
200054781,coniferes,37.8732905565344,79.1896075272992,170.429807504405
200054781,coniferes,37.8732905565344,79.1896075272992,170.429807504405
200054781,coniferes,37.8732905565344,79.1896075272992,170.429807504405
200054781,coniferes,37.8732905565344,79.1896075272992,170.429807504405
200054807,coniferes,0,0,0
200054807,coniferes,0,0,0
200054807,coniferes,0,0,0
200055481,coniferes,980.932345379168,1081.71306579484,493.825530036773
200055655,coniferes,35.4204261207705,73.77024342364,159.165499017593
200055655,coniferes,35.4204261207705,73.77024342364,159.165499017593
200055887,coniferes,1399.21640703452,800.891703843132,391.104094173648
200056232,coniferes,0,0,0
200056380,coniferes,18.4581622731648,38.5943392984355,83.0617302292416
200057859,coniferes,145.685048210408,304.61419171267,655.582716946834
200057958,coniferes,9.99736132623556,20.9035736821289,44.98812596806
200058360,coniferes,667.598259060516,736.187121292761,336.085424937999
200058477,coniferes,99.8672942875024,208.813433510232,449.402824293761
200058485,coniferes,0,0,0
200058519,coniferes,140.135337054457,293.010250204774,630.609016745057
200058519,coniferes,140.135337054457,293.010250204774,630.609016745057
200058782,coniferes,65.2807505830684,136.496114855507,293.763377623808
200059228,coniferes,133.990831873902,280.162648463612,602.958743432557
200059228,coniferes,133.990831873902,280.162648463612,602.958743432557
200059392,coniferes,10072.649928075,847.060140203748,3040.63021352119
200059400,coniferes,1028.7222858833,399.578342824285,257.104185565739
200059889,coniferes,787.067134198903,1645.68582605225,3541.80210389506
200060010,coniferes,1987.69756843743,1137.78550469177,555.184493253213
200065563,coniferes,162.71298627895,89.6300348146757,71.3592969486072
200065589,coniferes,81.5223126743686,44.906358676559,35.7523701771066
200065597,coniferes,38.6397014435463,21.2845813036484,16.9458012686739
200065647,coniferes,13400.3224900411,3121.45819604232,3969.86887392302
200065787,coniferes,3566.86068203021,2829.48082949512,2435.06835023216
200065886,coniferes,146923.192564323,12382.2353341015,44261.8727349663
200065894,coniferes,10419.6525550488,876.241348322202,3145.37987515758
200065928,coniferes,6826.1652294497,1997.20011350678,765.497449845539
200066009,coniferes,3588.140656889,678.336508482114,1886.22311738926
200066017,coniferes,386.273607767104,306.046133467825,263.330554684067
200066025,coniferes,1675.80994084802,316.811176833872,880.94413041179
200066033,coniferes,1360.49299726007,257.429963445342,713.988711618054
200066041,coniferes,11331.8020974089,2142.2725039523,5956.93121360096
200066058,coniferes,593.943795406866,112.284829090348,312.225919899607
200066108,coniferes,9189.22148246081,3192.11344322217,3697.48876619802
200066116,coniferes,21532.4622908624,7477.37380475018,8658.1624576832
200066124,coniferes,6012.58876234474,3258.73131394257,943.769896379493
200066132,coniferes,7298.12928939465,2536.36531176065,2939.3517221476
200066140,coniferes,6284.562956793,2180.82703065032,2523.31648871333
200066157,coniferes,8649.29492468715,2999.35227227054,3467.86208766921
200066165,coniferes,6904.11165512607,2394.16775137436,2768.14552704281
200066173,coniferes,5723.85664579773,1984.88577233308,2294.93220315104
200066223,coniferes,3003.44905818167,1627.82353535037,471.438330220309
200066231,coniferes,1427.70041195639,773.658581553887,225.153322012759
200066280,coniferes,2430.61019843622,2681.91692783073,1230.04559880311
200066322,coniferes,824.656225628147,446.951084119072,129.442699538006
200066330,coniferes,2794.82801155211,3081.96787575267,1406.98533458274
200066348,coniferes,29838.9475245382,13990.1244721701,21935.0702861274
200066355,coniferes,345.524220355752,161.964478291759,254.285603827487
200066363,coniferes,12324.6401769652,6677.40202560201,1953.24057480043
200066371,coniferes,14544.6158493569,7877.96438016538,2285.77658874483
200066389,coniferes,793.50515246132,437.100295847337,347.999081693841
200066405,coniferes,2088.4608822748,1656.71175757376,1425.7761792453
200066405,coniferes,2088.4608822748,1656.71175757376,1425.7761792453
200066413,coniferes,5418.75357488132,4297.34542338031,3698.14796105178
200066462,coniferes,3385.86009004485,2694.5282451402,2303.81835474446
200066462,coniferes,3385.86009004485,2694.5282451402,2303.81835474446
200066512,coniferes,16180.9559596932,6258.67164478699,4036.07654622061
200066520,coniferes,3325.3294810915,1290.00758832849,829.521512627353
200066553,coniferes,73946.9802520722,38199.4272312701,26459.7330295618
200066553,coniferes,73946.9802520722,38199.4272312701,26459.7330295618
200066561,coniferes,31503.5013884283,17074.4167830413,4944.96753663784
200066587,coniferes,5346.22694208517,449.591296774987,1613.86519779029
200066603,coniferes,1203.66696749657,466.336668607781,300.201146528713
200066637,coniferes,54598.2210508555,8769.66244858301,2436.01734682861
200066645,coniferes,57202.8706188983,22125.6386356116,14268.3266091656
200066652,coniferes,1822.78915408679,987.923892672995,286.115282297021
200066660,coniferes,103441.579851835,16689.2523557463,4704.34121636333
200066678,coniferes,47070.8167172458,7609.46124938297,2117.70111838238
200066710,coniferes,2735.45431781809,1506.81805642522,1199.658991077
200066728,coniferes,78.36297711682,43.1660467168923,34.3668141169105
200066744,coniferes,200946.492929614,77608.3470417302,50017.5725981383
200066744,coniferes,200946.492929614,77608.3470417302,50017.5725981383
200066751,coniferes,32860.3680588376,12693.6318122948,8178.56625092834
200066769,coniferes,7042.8416067504,2728.28407376526,1754.24012185315
200066777,coniferes,21231.4796409278,6211.90846155306,2380.93321437048
200066785,coniferes,30644.3884168441,8965.93826361291,3436.51236040495
200066793,coniferes,45642.6309007983,3838.31996606347,13778.1381793823
200066801,coniferes,669.503995698013,368.794573901448,293.617218452306
200066819,coniferes,4662.64477028049,2527.08228007569,731.875061747272
200066827,coniferes,425.451432210598,292.420847833878,245.057549194121
200066827,coniferes,425.451432210598,292.420847833878,245.057549194121
200066835,coniferes,710.549640739087,581.220065321002,1081.11069999034
200066850,coniferes,1166.6393865897,952.496872940154,1774.94634213018
200066868,coniferes,6764.01286806079,1979.01556932301,758.527581325536
200066876,coniferes,2470.13471592633,2018.45293929981,3753.46619925267
200066884,coniferes,1607.56709809334,871.276824157459,252.332812630109
200066892,coniferes,969.243015299305,792.010006787432,1472.80262624193
200066918,coniferes,58527.6959659185,27424.1179363843,43060.8395477078
200066926,coniferes,2386.82090478663,1293.62049038054,374.648892020421
200066975,coniferes,3005.69574798366,734.725627284894,9202.17234575304
200067023,coniferes,411.28767276301,226.556768894878,180.374042927845
200067031,coniferes,4849.46857643017,2671.31743616916,2126.77965110391
200067049,coniferes,1172.19633454277,0,13262.0789434972
200067064,coniferes,1008.68071882704,545.973415076193,158.117252149551
200067072,coniferes,806.736715868894,236.035109954896,90.46878854179
200067080,coniferes,14373.3158214235,6218.10563164006,7764.29938439199
200067106,coniferes,0,0,0
200067114,coniferes,5587.49133333307,2417.230078167,3018.29835639116
200067122,coniferes,381.330756405616,206.675448128234,59.8558296075609
200067130,coniferes,6549.45633437021,2838.26031887405,3537.67356851286
200067130,coniferes,6549.45633437021,2838.26031887405,3537.67356851286
200067155,coniferes,6920.05832985958,3750.5659650384,1086.21144586059
200067163,coniferes,32023.0670915139,17352.9214250349,5050.96638826909
200067171,coniferes,12795.817252357,6909.35669433806,2001.49407692274
200067189,coniferes,61025.0417613067,23604.0255869205,15221.705095699
200067197,coniferes,17558.605736135,5137.29864286581,1969.05106484482
200067205,coniferes,4466.54451131553,2460.38468843652,1958.84473271677
200067213,coniferes,5909.01438249861,4810.31097997055,9027.9776270608
200067221,coniferes,8322.1630312487,2434.89930172285,933.261115645933
200067239,coniferes,1837.56134924254,1346.23926115533,430.011958016088
200067247,coniferes,5413.02906648433,1583.74459196464,607.026025162239
200067254,coniferes,258.243515566895,189.246551745188,60.4529629768283
200067262,coniferes,6047.15785981534,4431.49083653339,1415.59647455991
200067288,coniferes,1301.90345124982,954.063602771722,304.766301546971
200067296,coniferes,1352.67075940281,990.040128557162,316.154720888442
200067304,coniferes,4824.76337314643,2089.04115126899,2610.81061857441
200067320,coniferes,4195.22801151159,10326.7151052593,2016.93654399596
200067320,coniferes,4195.22801151159,10326.7151052593,2016.93654399596
200067346,coniferes,906.747095565696,519.034544358295,253.263843933867
200067361,coniferes,9490.41296825334,5138.58610192727,1488.17438606681
200067361,coniferes,9490.41296825334,5138.58610192727,1488.17438606681
200067379,coniferes,464.347354344899,378.489028751055,703.336874369373
200067429,coniferes,5880.02496757899,2543.78438624374,3176.32165070326
200067437,coniferes,19457.2516483815,47894.7732883237,9354.44790787573
200067445,coniferes,12673.8522403792,30984.7372161682,6077.21256536064
200067452,coniferes,14356.3847430939,35338.7932137696,6902.10804956437
200067460,coniferes,21574.5657764682,6312.2886378031,2419.40746059888
200067478,coniferes,7728.7828287269,4184.73417413283,1211.93138602059
200067486,coniferes,4815.34488061998,1669.83733763435,1930.67204852632
200067502,coniferes,5801.73785831131,2011.89296699505,2326.15802058116
200067510,coniferes,9971.40460569051,3862.75582421505,2489.29503682492
200067544,coniferes,4541.02047802074,1754.38047513399,1130.20661561975
200067551,coniferes,9080.49050623159,763.624430140133,2741.12710994581
200067593,coniferes,23031.8090512243,8889.605460678,5727.77284610091
200067627,coniferes,4706.7882553842,756.012621331141,210.003505925317
200067635,coniferes,111.218935715158,63.6632528576421,31.0645992859579
200067643,coniferes,1660.76290479244,575.909716984475,665.868925072572
200067650,coniferes,2407.1771472275,834.746913957923,965.137440665535
200067668,coniferes,123.519135810776,131.978015152863,62.4147202630806
200067668,coniferes,123.519135810776,131.978015152863,62.4147202630806
200067676,coniferes,10256.7064043517,11302.9778442211,5163.89035447407
200067684,coniferes,798.585449630437,652.558395983728,1213.48178829135
200067692,coniferes,13469.7328382544,5827.20248123944,7276.19428135727
200067700,coniferes,2377.47249817932,1026.31373984603,1280.24662954142
