epci_insee_id,aldo_biomass_category,biomass_carbon_content
200034726,feuillu,72.9972823485255
200034726,mixte,58.8320667736962
200034825,conifere,94.0229442679184
200034825,feuillu,86.0739462399316
200034825,mixte,83.2231755699962
200034833,conifere,45.1723896319632
200034833,feuillu,72.9972823485254
200034833,mixte,58.8320667736962
200034874,conifere,86.2327730355441
200034874,feuillu,94.4673300737617
200034874,mixte,94.992996561636
200034882,conifere,68.2178583696724
200034882,feuillu,74.7719265928409
200034882,mixte,78.3244488341402
200034957,conifere,45.1723896319632
200034957,feuillu,72.9972823485255
200034957,mixte,58.8320667736962
200035087,conifere,34.6246783719403
200035087,feuillu,37.7066856420856
200035087,mixte,35.9823175713765
200035103,conifere,77.3697211285485
200035103,feuillu,94.9460555394728
200035103,mixte,79.1909331035093
200035111,conifere,79.349902769109
200035111,feuillu,85.7871536601234
200035111,mixte,83.0028460910422
200035129,conifere,89.0781659680398
200035129,conifere,89.0781659680398
200035129,feuillu,46.5108740717453
200035129,feuillu,46.5108740717453
200035129,mixte,64.9127654930118
200035129,mixte,64.9127654930118
200035137,conifere,78.6651202019398
200035137,feuillu,92.1055128989614
200035137,mixte,79.6001545611755
200035202,conifere,93.2232039290104
200035202,feuillu,93.2524768276116
200035202,mixte,82.1201817884789
200035319,conifere,34.6246783719403
200035319,feuillu,37.7062319186557
200035319,mixte,35.9816734080801
200035327,conifere,45.1723896319632
200035327,feuillu,72.9972823485255
200035327,mixte,58.8320667736962
200035442,conifere,77.3697211285485
200035442,feuillu,94.9460555394728
200035442,mixte,79.1909331035093
200035459,conifere,45.1723896319632
200035459,feuillu,72.9972823485254
200035459,mixte,58.8320667736962
200035533,conifere,45.1723896319632
200035533,feuillu,72.9972823485255
200035533,mixte,58.8320667736962
200035541,conifere,45.1723896319632
200035541,feuillu,72.9972823485254
200035541,mixte,58.8320667736962
200035632,conifere,45.1723896319632
200035632,feuillu,72.9972823485255
200035632,mixte,58.8320667736962
200035665,conifere,77.3697211285485
200035665,feuillu,94.9460555394728
200035665,mixte,79.1909331035093
200035707,conifere,44.5226548101833
200035707,feuillu,69.0371603970784
200035707,mixte,57.6868407295616
200035715,conifere,46.1126148321905
200035715,feuillu,52.1838111015672
200035715,mixte,43.0628722311116
200035723,conifere,38.3396434831501
200035723,conifere,38.3396434831501
200035723,feuillu,40.4065394707079
200035723,feuillu,40.4065394707079
200035723,mixte,36.6563118222719
200035723,mixte,36.6563118222719
200035731,conifere,93.6595458275323
200035731,feuillu,90.0159636171971
200035731,mixte,82.8789708398281
200035756,conifere,45.1723896319632
200035756,feuillu,72.9972823485254
200035756,mixte,58.8320667736962
200035764,conifere,77.3697211285485
200035764,feuillu,94.9460555394728
200035764,mixte,79.1909331035093
200035772,conifere,86.2327730355441
200035772,feuillu,94.4673300737617
200035772,mixte,94.992996561636
200035814,conifere,79.4209619188898
200035814,feuillu,82.281353897693
200035814,mixte,83.2695672216788
200035848,conifere,77.3697211285485
200035848,feuillu,94.9460555394728
200035848,mixte,79.1909331035093
200035855,conifere,57.8613477951731
200035855,feuillu,75.1214611548473
200035855,mixte,60.4234358873816
200035863,conifere,38.7646497742265
200035863,feuillu,63.1079658220659
200035863,mixte,46.4601052640428
200035970,conifere,77.3697211285485
200035970,feuillu,94.9460555394728
200035970,mixte,79.1909331035093
200036069,conifere,77.3697211285485
200036069,feuillu,94.9460555394728
200036069,mixte,79.1909331035093
200036077,conifere,34.6177244616397
200036077,feuillu,37.7060124015851
200036077,mixte,35.9764705909456
200036135,conifere,77.3697211285485
200036135,feuillu,94.9460555394728
200036135,mixte,79.1909331035093
200036150,conifere,86.5617245010097
200036150,feuillu,94.8273915124834
200036150,mixte,95.188955882539
200036465,conifere,109.322178876583
200036465,feuillu,104.324371703403
200036465,mixte,113.59206161647
200036473,conifere,45.1723896319632
200036473,feuillu,72.9972823485255
200036473,mixte,58.8320667736962
200036499,conifere,127.977434512876
200036499,feuillu,80.2855618972943
200036499,mixte,112.675654866816
200036523,conifere,45.1723896319632
200036523,feuillu,72.9972823485254
200036523,mixte,58.8320667736962
200036549,conifere,86.2327730355441
200036549,feuillu,94.4673300737617
200036549,mixte,94.9929965616359
200036572,conifere,45.1723896319632
200036572,feuillu,72.9972823485255
200036572,mixte,58.8320667736962
200037059,conifere,77.3697211285485
200037059,feuillu,94.9460555394728
200037059,mixte,79.1909331035092
200037133,conifere,77.3697211285486
200037133,feuillu,94.9460555394728
200037133,mixte,79.1909331035093
200038958,conifere,127.977434512877
200038958,feuillu,80.2852183995249
200038958,mixte,112.666000539435
200038990,conifere,79.4209619188898
200038990,feuillu,82.281353897693
200038990,mixte,83.2695672216788
200039022,conifere,79.4209619188898
200039022,feuillu,82.281353897693
200039022,mixte,83.2695672216788
200039055,conifere,86.2327730355441
200039055,feuillu,94.4673300737617
200039055,mixte,94.992996561636
200039063,conifere,86.232773035544
200039063,feuillu,94.4673300737617
200039063,mixte,94.9929965616359
200039204,conifere,47.0362884333014
200039204,feuillu,74.5629887598882
200039204,mixte,59.2347627768901
200039519,conifere,45.1723896319632
200039519,feuillu,72.9972823485254
200039519,mixte,58.8320667736962
200039642,conifere,86.1390360844729
200039642,feuillu,94.4856700703436
200039642,mixte,94.3969241211065
200039709,conifere,86.2327730355441
200039709,feuillu,94.4673300737617
200039709,mixte,94.9929965616359
200039758,conifere,90.3277371605292
200039758,feuillu,91.5079048638336
200039758,mixte,92.4802094358581
200039808,conifere,34.6246783719403
200039808,feuillu,37.7066856420856
200039808,mixte,35.9823175713765
200039824,conifere,94.0229442679184
200039824,feuillu,86.0739462399316
200039824,mixte,83.2231755699962
200039832,conifere,92.6410709149913
200039832,feuillu,64.6105851097726
200039832,mixte,82.1625469717631
200039857,conifere,64.4820194652285
200039857,feuillu,45.7548994775975
200039857,mixte,61.4303147895929
200039865,conifere,86.232773035544
200039865,feuillu,94.4673300737617
200039865,mixte,94.9929965616359
200039907,conifere,86.2327730355441
200039907,feuillu,94.4673300737617
200039907,mixte,94.992996561636
200039915,conifere,34.6031212368887
200039915,feuillu,37.7043360230899
200039915,mixte,35.9741313997074
200039931,conifere,68.217192124738
200039931,feuillu,74.7617677715437
200039931,mixte,78.3127524974436
200039949,conifere,86.2327730355441
200039949,feuillu,94.4673300737617
200039949,mixte,94.992996561636
200040038,conifere,86.2327730355441
200040038,feuillu,94.4673300737617
200040038,mixte,94.992996561636
200040095,conifere,45.1723896319632
200040095,feuillu,72.9972823485255
200040095,mixte,58.8320667736962
200040111,conifere,68.5305895183037
200040111,conifere,68.5305895183037
200040111,feuillu,77.0193032662887
200040111,feuillu,77.0193032662887
200040111,mixte,78.5808642024841
200040111,mixte,78.5808642024841
200040137,conifere,77.3697211285485
200040137,feuillu,94.9460555394728
200040137,mixte,79.1909331035092
200040178,conifere,88.6448934563148
200040178,feuillu,98.488389206102
200040178,mixte,95.8485837444039
200040202,conifere,34.6246783719403
200040202,feuillu,37.7066856420856
200040202,mixte,35.9823175713765
200040210,conifere,50.6683207240969
200040210,feuillu,45.4702714298572
200040210,mixte,42.9622299431059
200040244,conifere,83.9021644665847
200040244,feuillu,84.18541916455
200040244,mixte,83.2552245035488
200040251,conifere,77.3697211285486
200040251,feuillu,94.9460555394728
200040251,mixte,79.1909331035093
200040277,conifere,77.3697211285486
200040277,conifere,77.3697211285486
200040277,feuillu,94.9460555394728
200040277,feuillu,94.9460555394728
200040277,mixte,79.1909331035092
200040277,mixte,79.1909331035092
200040293,conifere,91.6599627160013
200040293,feuillu,90.348230865287
200040293,mixte,84.585743207926
200040350,conifere,113.231245784006
200040350,feuillu,92.6913456047366
200040350,mixte,104.549790160923
200040384,conifere,45.1723896319632
200040384,feuillu,72.9972823485254
200040384,mixte,58.8320667736962
200040392,conifere,45.1723896319632
200040392,feuillu,72.9972823485255
200040392,mixte,58.8320667736962
200040400,conifere,45.1723896319632
200040400,feuillu,72.9972823485255
200040400,mixte,58.8320667736962
200040418,conifere,45.1723896319632
200040418,feuillu,72.9972823485254
200040418,mixte,58.8320667736962
200040426,conifere,77.3697211285485
200040426,feuillu,94.9460555394727
200040426,mixte,79.1909331035093
200040442,conifere,34.6246783719403
200040442,feuillu,37.7066856420856
200040442,mixte,35.9823175713765
200040459,conifere,34.6246783719403
200040459,feuillu,37.7066856420856
200040459,mixte,35.9823175713765
200040475,conifere,77.7627719010607
200040475,feuillu,89.1986562518459
200040475,mixte,82.1230387368477
200040491,conifere,89.3235197481973
200040491,conifere,89.3235197481973
200040491,feuillu,93.1451716059334
200040491,feuillu,93.1451716059334
200040491,mixte,88.4378549405356
200040491,mixte,88.4378549405356
200040509,conifere,67.3170520828077
200040509,feuillu,70.5083842620425
200040509,mixte,76.0734405969712
200040558,conifere,77.3697211285486
200040558,feuillu,94.9460555394728
200040558,mixte,79.1909331035092
200040566,conifere,93.1566845724798
200040566,feuillu,87.0019917277848
200040566,mixte,82.4289568920907
200040574,conifere,93.7543176736986
200040574,feuillu,90.8826376839222
200040574,mixte,85.7220759928497
200040590,conifere,93.5473232736539
200040590,conifere,93.5473232736539
200040590,feuillu,90.161088674001
200040590,feuillu,90.161088674001
200040590,mixte,85.6526419826523
200040590,mixte,85.6526419826523
200040624,conifere,34.6246783719403
200040624,conifere,34.6246783719403
200040624,feuillu,37.7066856420856
200040624,feuillu,37.7066856420856
200040624,mixte,35.9823175713765
200040624,mixte,35.9823175713765
200040657,conifere,68.2178583696724
200040657,feuillu,74.7719265928409
200040657,mixte,78.3244488341402
200040681,conifere,40.328769855677
200040681,conifere,40.328769855677
200040681,feuillu,41.585393169396
200040681,feuillu,41.585393169396
200040681,mixte,42.5479267835687
200040681,mixte,42.5479267835687
200040715,conifere,68.7276080963241
200040715,feuillu,85.5743505878108
200040715,mixte,81.9805715025606
200040764,conifere,127.946986893322
200040764,feuillu,80.2787595399539
200040764,mixte,112.637286076965
200040772,conifere,77.3697211285485
200040772,feuillu,94.9460555394728
200040772,mixte,79.1909331035092
200040798,conifere,68.2178583696724
200040798,feuillu,74.7719265928409
200040798,mixte,78.3244488341402
200040814,conifere,94.0229442679184
200040814,feuillu,86.0739462399316
200040814,mixte,83.2231755699962
200040830,conifere,45.1723896319632
200040830,feuillu,72.9972823485255
200040830,mixte,58.8320667736962
200040889,conifere,45.1723896319632
200040889,feuillu,72.9972823485255
200040889,mixte,58.8320667736962
200040905,conifere,83.1514960252857
200040905,feuillu,82.5534990249019
200040905,mixte,77.3058587118511
200040947,conifere,77.3697211285485
200040947,feuillu,94.8845271114196
200040947,mixte,79.1909331035092
200040954,conifere,70.5998705298005
200040954,feuillu,94.9460555394728
200040954,mixte,79.1909331035093
200041010,conifere,69.0610792862027
200041010,feuillu,88.0203138580006
200041010,mixte,81.9494729152255
200041051,conifere,45.1723896319632
200041051,feuillu,72.9972823485255
200041051,mixte,58.8320667736962
200041150,conifere,51.2636548838121
200041150,feuillu,76.6208128332407
200041150,mixte,64.7681269414258
200041168,conifere,45.1723896319632
200041168,feuillu,72.9981060042285
200041168,mixte,58.8320667736962
200041283,conifere,86.2327730355441
200041283,feuillu,93.964065165803
200041283,mixte,94.9929965616359
200041317,conifere,48.118962559392
200041317,feuillu,73.1248905368408
200041317,mixte,59.0517296990713
200041325,conifere,86.2327730355441
200041325,feuillu,94.4389762133341
200041325,mixte,94.9929965616359
200041333,conifere,80.7056716612568
200041333,feuillu,87.8212834295489
200041333,mixte,80.2602037564123
200041366,conifere,94.0229442679184
200041366,feuillu,86.0739462399316
200041366,mixte,83.2231755699963
200041416,conifere,79.1262625520957
200041416,feuillu,91.6485976785484
200041416,mixte,82.4329789082964
200041440,conifere,45.1723896319632
200041440,feuillu,72.9972823485255
200041440,mixte,58.8320667736962
200041465,conifere,94.0229442679183
200041465,feuillu,86.0739462399316
200041465,mixte,83.2231755699962
200041499,conifere,45.1723896319632
200041499,feuillu,72.9972823485254
200041499,mixte,58.8320667736962
200041515,conifere,86.2327730355441
200041515,feuillu,94.4673300737617
200041515,mixte,94.992996561636
200041523,conifere,45.1723896319631
200041523,feuillu,72.9782474846765
200041523,mixte,58.8320667736961
200041556,conifere,94.0229442679184
200041556,feuillu,86.0739462399316
200041556,mixte,83.2231755699963
200041572,conifere,45.1723896319632
200041572,feuillu,72.9972823485255
200041572,mixte,58.8320667736962
200041614,conifere,45.1723896319632
200041614,feuillu,72.9972823485255
200041614,mixte,58.8320667736962
200041622,conifere,85.3299747943502
200041622,feuillu,94.4683800872464
200041622,mixte,92.4911042556213
200041630,conifere,86.0378268680067
200041630,feuillu,94.3482660033332
200041630,mixte,94.8414631066898
200041689,conifere,45.1723896319632
200041689,feuillu,72.9972823485255
200041689,mixte,58.8320667736962
200041721,conifere,103.398960921695
200041721,feuillu,102.351829594804
200041721,mixte,109.077189970421
200041762,conifere,45.1723896319632
200041762,feuillu,72.9889111005497
200041762,mixte,58.8320667736962
200041853,conifere,86.2327730355441
200041853,feuillu,94.4673300737617
200041853,mixte,94.992996561636
200041861,conifere,88.1191734539192
200041861,feuillu,95.5766086006708
200041861,mixte,96.9272850761211
200041879,conifere,86.2327730355441
200041879,feuillu,94.4673300737617
200041879,mixte,94.992996561636
200041887,conifere,86.2327730355441
200041887,conifere,86.2327730355441
200041887,feuillu,94.4673300737617
200041887,feuillu,94.4673300737617
200041887,mixte,94.9929965616359
200041887,mixte,94.9929965616359
200041960,conifere,77.3697211285485
200041960,feuillu,94.911737688073
200041960,mixte,79.1909331035093
200041994,conifere,47.8762242861942
200041994,feuillu,74.0098074225127
200041994,mixte,65.3355951187238
200042000,conifere,109.378017651795
200042000,feuillu,105.341668323853
200042000,mixte,112.466024246822
200042174,conifere,79.4209619188898
200042174,feuillu,82.2788530967114
200042174,mixte,83.2629233732302
200042182,conifere,79.4209619188898
200042182,feuillu,82.281353897693
200042182,mixte,83.2695672216788
200042190,conifere,77.3697211285485
200042190,feuillu,94.9048260332605
200042190,mixte,79.1909331035093
200042372,conifere,45.1723896319631
200042372,feuillu,72.9972823485255
200042372,mixte,58.8320667736962
200042414,conifere,86.2327730355441
200042414,feuillu,94.4673300737617
200042414,mixte,94.9929965616359
200042463,conifere,85.7939042637825
200042463,feuillu,67.8798398084709
200042463,mixte,69.0582316071961
200042497,conifere,86.2327730355441
200042497,feuillu,94.4673300737617
200042497,mixte,94.9929965616359
200042604,conifere,79.4209619188898
200042604,feuillu,82.2690850012645
200042604,mixte,83.2695672216787
200042620,conifere,77.3697211285486
200042620,feuillu,94.9460555394728
200042620,mixte,79.1909331035092
200042646,conifere,86.4324059621712
200042646,feuillu,74.6257842291929
200042646,mixte,73.6312405969045
200042653,conifere,35.7906285446631
200042653,feuillu,58.0643662262249
200042653,mixte,40.5266970084677
200042703,conifere,83.5555653037441
200042703,feuillu,94.6614915472539
200042703,mixte,81.793236943001
200042729,conifere,78.6264887585938
200042729,feuillu,90.4121055451386
200042729,mixte,79.1909331035093
200042901,conifere,34.6246783719403
200042901,feuillu,37.7066856420856
200042901,mixte,35.9823175713765
200042935,conifere,114.019609009048
200042935,feuillu,92.1362451304069
200042935,mixte,105.498303836674
200042943,conifere,127.977434512876
200042943,feuillu,80.2841714002383
200042943,mixte,112.675654866816
200042992,conifere,77.3697211285485
200042992,feuillu,94.9460555394728
200042992,mixte,79.1909331035093
200043016,conifere,45.1723896319632
200043016,feuillu,72.9972823485254
200043016,mixte,58.8320667736962
200043065,conifere,77.3697211285486
200043065,feuillu,94.9460555394728
200043065,mixte,79.1909331035093
200043081,conifere,77.3697211285485
200043081,feuillu,94.9460555394728
200043081,mixte,79.1909331035093
200043123,conifere,79.3406969587538
200043123,feuillu,82.2146187903843
200043123,mixte,82.9614800258462
200043156,conifere,77.3697211285485
200043156,feuillu,94.9460555394728
200043156,mixte,79.1909331035092
200043172,conifere,83.3306657860332
200043172,feuillu,83.2004330102577
200043172,mixte,82.4609055869051
200043263,conifere,77.3697211285485
200043263,feuillu,94.9390057877992
200043263,mixte,79.1695156773825
200043321,conifere,77.3697211285485
200043321,feuillu,94.912759580535
200043321,mixte,79.0950603031418
200043354,conifere,79.4209619188898
200043354,feuillu,82.281353897693
200043354,mixte,83.2695672216787
200043396,conifere,76.8921302573846
200043396,feuillu,94.6717116669681
200043396,mixte,78.2751195914279
200043404,conifere,78.25331279398
200043404,feuillu,94.6983681344655
200043404,mixte,81.3202798341839
200043438,conifere,77.3697211285485
200043438,feuillu,94.9460555394728
200043438,mixte,79.1909331035092
200043495,conifere,77.3697211285486
200043495,feuillu,94.9460555394728
200043495,mixte,79.1909331035092
200043602,conifere,40.3785379136162
200043602,feuillu,49.6176489358827
200043602,mixte,39.2034260963466
200043628,conifere,77.1972516336415
200043628,feuillu,94.6760874308882
200043628,mixte,79.0380617573932
200043693,conifere,86.232773035544
200043693,feuillu,94.2896476148485
200043693,mixte,94.9587463375287
200043776,conifere,73.726833313622
200043776,feuillu,86.2369309562144
200043776,mixte,82.7513385268133
200043974,conifere,45.1723896319632
200043974,feuillu,72.9972823485255
200043974,mixte,58.8320667736962
200043982,conifere,45.1723896319632
200043982,feuillu,72.9972823485254
200043982,mixte,58.8320667736962
200043990,conifere,79.4209619188898
200043990,feuillu,82.281353897693
200043990,mixte,83.2695672216787
200044014,conifere,94.0229442679184
200044014,feuillu,86.0739462399316
200044014,mixte,83.2231755699963
200044030,conifere,77.3697211285485
200044030,feuillu,94.9460555394728
200044030,mixte,79.1909331035093
200044048,conifere,77.3697211285485
200044048,feuillu,94.9460555394728
200044048,mixte,79.1909331035093
200044253,conifere,86.1520228676775
200044253,feuillu,94.5203386159419
200044253,mixte,94.5609106526263
200044394,conifere,45.1723896319632
200044394,feuillu,72.9972823485255
200044394,mixte,58.8320667736962
200044469,conifere,46.4982182122717
200044469,feuillu,74.001558478031
200044469,mixte,59.9480705083468
200044618,conifere,77.3697211285485
200044618,feuillu,94.9460555394728
200044618,mixte,79.1909331035092
200046977,conifere,91.3520284168186
200046977,feuillu,91.6426037995602
200046977,mixte,92.1104337055088
200048551,conifere,79.4209619188898
200048551,feuillu,82.281353897693
200048551,mixte,83.2695672216787
200049187,conifere,86.232773035544
200049187,feuillu,94.4673300737617
200049187,mixte,94.992996561636
200049211,conifere,76.5205981197435
200049211,feuillu,82.5281063701677
200049211,mixte,83.1232330411749
200049484,conifere,80.0275921532859
200049484,feuillu,92.9151149499403
