EPCI_Siren,epci_area_surface,aldo_biomass_category,biomass_carbon_content
200041168,53707.8000000001,feuillu,72.9981060042285
200041168,53707.8000000001,mixte,58.8320667736962
200041283,14914.8,conifere,86.2327730355441
200041283,14914.8,feuillu,93.964065165803
200041283,14914.8,mixte,94.9929965616359
200041317,81553.3,conifere,48.118962559392
200041317,81553.3,feuillu,73.1248905368408
200041317,81553.3,mixte,59.0517296990713
200041325,16297.3,conifere,86.2327730355441
200041325,16297.3,feuillu,94.4389762133341
200041325,16297.3,mixte,94.9929965616359
200041333,83951.2,conifere,80.7056716612568
200041333,83951.2,feuillu,87.8212834295489
200041333,83951.2,mixte,80.2602037564123
200041366,20153.2,conifere,94.0229442679184
200041366,20153.2,feuillu,86.0739462399316
200041366,20153.2,mixte,83.2231755699963
200041416,22814.5,conifere,79.1262625520957
200041416,22814.5,feuillu,91.6485976785484
200041416,22814.5,mixte,82.4329789082964
