SIREN_EPCI,SUPERFICIE_EPCI,COMPOSITION,SUPERFICIE,VOLUME (m3∙ha-1),STOCK_CARBONE (tC∙ha-1),PRODUCTION (m3∙ha-1),PRELEVEMENT (m3∙ha-1∙an-1),MORTALITE (m3∙ha-1∙an-1),TX_PRELEV,BILAN_M3 (m3∙ha-1∙an-1),BILAN_CARB (tC∙ha-1∙an-1),BILAN_CO2 (tCO2/an),BILAN_CO2_HA (tCO2/ha/an),Fexp (VOL -> CARB)
3,11443.8,Mixte,40.3,189.601663723145,79.1909331035093,7.24712173423796,3.05747386944906,0.89180960263147,0.481089489569445,3.29783826215742,1.34394097873421,-198.589678624291,-4.9277835886921,0.417670032785911
3,11443.8,total,1393.1,183.573806121129,90.9428571841163,6.17434009914862,2.88160816578456,0.524902308682808,0.510069899459316,2.76782962468126,1.33242868030662,-6806.09011329558,-4.88557182779096,0.495402144269475
4,2387,Conifere,47.1,118.052537485482,45.0764822229781,7.79659733021637,8.75984563397356,0.774894084332424,1.24753857108793,-1.73814238808961,-0.566473818668087,97.8300284839787,2.07707066844965,0.381023393458161
4,2387,Feuillu,193.9,132.439142267443,72.9972823485255,4.468454773002,1.46077897234107,0.794186557981024,0.397570043027666,2.2134892426799,1.20011136642331,-853.239177814758,-4.40040834355213,0.551176042813061
4,2387,Mixte,207.9,130.896637927293,58.8320667736962,4.88012532562866,2.79630614029821,1.4673328746786,0.819360151690375,0.616486310651854,0.419548152391717,-319.821556568206,-1.5383432254363,0.449454376409381
4,2387,total,448.9,115.304956508195,57.0007954242523,5.0238372906171,3.55185727156934,0.774046947963213,0.835772352325339,0.69793307108454,0.504329961920292,-830.11030632207,-1.8492098603744,0.494238055911376
200000172,15093.4,Conifere,3247.62638385978,203.062220029242,69.62626755627,5.12168171006673,2.24485552703838,0.974622000210451,0.541312564587158,1.9022041828179,0.651654494732436,-7759.87787759753,-2.38939981401893,0.344076297923237
200000172,15093.4,Feuillu,1767.47662019065,154.756863511478,82.9009149343002,4.28287520741465,1.33450864832494,0.589278683611985,0.361303309585917,2.35908787547772,1.21798685427368,-7893.46539163706,-4.4659517990035,0.536879138574002
200000172,15093.4,Mixte,2557.67442033044,207.915693223974,82.4445415987077,5.99692131985892,2.13767188492561,0.843508961124612,0.414807070756245,3.0157404738087,1.21878011602143,-11429.8899981031,-4.46886042541192,0.39666122545356
200000172,15093.4,total,7572.87742438086,175.513768230909,74.689893750612,4.54316694762976,1.60896073035293,0.785937659314105,0.428230647343382,2.14826855796273,0.939682655814841,-26092.3724244424,-3.44550307132108,0.424392022466582
200000438,32713.6,Conifere,573.3,233.614025708716,79.4209619188898,12.0131002108874,7.80780874271162,0.768369671136586,0.694352676136661,3.4369217970392,1.18011030904908,-2480.70988065207,-4.32707113317995,0.339966582391404
200000438,32713.6,Feuillu,3530.1,153.401057216294,82.281353897693,5.56732087063018,1.62887841706316,0.684233456264854,0.333575518691564,3.25420899730216,1.69898813936357,-21991.1927794802,-6.22962317766643,0.536380618170559
200000438,32713.6,Mixte,678.4,200.596039969808,83.2695672216787,8.75358755098951,1.34561871286641,0.791502088613284,0.169003299352281,6.61646674950982,2.57604655900067,-6407.82994729554,-9.44550404966913,0.415110723193797
200000438,32713.6,total,4959.3,166.741111805993,79.2881791156251,6.79787158441028,2.58577756586238,0.685886664914115,0.423066745078869,3.52620735363379,1.64826942560846,-29972.2960622069,-6.04365456056437,0.475516675262897
200000545,10491,Conifere,15.8,219.453001612021,77.3697211285485,10.2732845163684,5.80613400677405,0.461330967061073,0.591740877858513,4.00581954253325,1.45861450030951,-84.5024000512642,-5.34825316780153,0.352557133236816
200000545,10491,Feuillu,642.5,182.806959597061,94.9460555394728,5.77281423964708,2.60558057375634,0.517566267401817,0.495805447719554,2.64966739848892,1.34283332816969,-3163.49151561309,-4.92372220328885,0.519378779389748
200000545,10491,Mixte,30.8,189.601663723145,79.1909331035093,7.24712173423796,3.05747386944906,0.89180960263147,0.481089489569445,3.29783826215742,1.34394097873421,-151.775734531717,-4.9277835886921,0.417670032785911
200000545,10491,total,1911.7,183.573806121129,90.9428571841163,6.17434009914862,2.88160816578456,0.524902308682808,0.510069899459316,2.76782962468126,1.33242868030662,-9339.74766318797,-4.88557182779096,0.495402144269475
200000628,15047.1,Conifere,1373.4,79.5120018140729,34.6246783719403,2.68560202992432,0.301451188411659,0.283222881437139,0.125480271755392,2.10092796007552,0.889370469853799,-4478.69181208976,-3.2610250561306,0.435464805085715
200000628,15047.1,Feuillu,1401.5,52.9958892363318,37.7066856420856,1.55764954118085,0.247685920640613,0.346356212219437,0.204480545478595,0.963607408320802,0.669133519944355,-3438.56563674071,-2.4534895731293,0.711502084132129
200000628,15047.1,Mixte,1221.6,64.0008454973007,35.9823175713765,1.82189931540227,0.492133426352077,0.287197634354303,0.320670415905211,1.04256825469589,0.557459113412851,-2496.97086079884,-2.04401674918045,0.562216284672271
200000628,15047.1,total,4034.2,56.6389834024906,34.6513153967455,1.72531681764697,0.280618746597356,0.30461548589274,0.197521280740166,1.14008258515688,0.657208592787863,-9721.47331842425,-2.40976484022216,0.611792679090029
200000800,34248.9,Conifere,3824.6,219.453001612021,77.3697211285485,10.2732845163684,5.80613400677405,0.461330967061073,0.591740877858513,4.00581954253325,1.45861450030951,-20454.9290655737,-5.34825316780153,0.352557133236816
200000800,34248.9,Feuillu,16492.9,182.806959597061,94.9460555394728,5.77281423964708,2.60558057375634,0.517566267401817,0.495805447719554,2.64966739848892,1.34283332816969,-81206.4579266227,-4.92372220328886,0.519378779389748
200000800,34248.9,Mixte,3074.3,189.601663723145,79.1909331035093,7.24712173423796,3.05747386944906,0.89180960263147,0.481089489569445,3.29783826215742,1.34394097873421,-15149.4850867161,-4.9277835886921,0.417670032785911
200000800,34248.9,total,23964.9,183.573806121129,90.9428571841163,6.17434009914862,2.88160816578456,0.524902308682808,0.510069899459316,2.76782962468126,1.33242868030662,-117082.240295828,-4.88557182779096,0.495402144269475
200000925,20421.6,Conifere,16.4,280.68621065895,86.2327730355441,13.4283116449162,10.563996611599,0.595205900146634,0.82318316561091,2.2691091331706,0.680036694740445,-40.8928732437254,-2.49346788071497,0.307221266171575
200000925,20421.6,Feuillu,5045.9,179.508681334769,94.4673300737617,5.54872626578139,2.83325730666308,0.361646966811124,0.546214380648767,2.35382199230718,1.19590357335572,-22126.1694162507,-4.38497976897099,0.526254938598695
200000925,20421.6,Mixte,43.6,241.021596058036,94.992996561636,8.75858451240108,3.36117795222925,0.575011847537089,0.4107225645665,4.82239471263474,1.85682506110076,-296.844433101309,-6.80835855736946,0.394126493705412
200000925,20421.6,total,5478.3,185.725677636103,92.4498984291337,6.07641212720746,3.20970091669273,0.381548301512719,0.563613286451352,2.48516290900201,1.1985149058915,-24074.6887661331,-4.39455465493548,0.497776611214056
200000933,86821.6,Conifere,7708.9,219.453001612021,77.3697211285485,10.2732845163684,5.80613400677405,0.461330967061073,0.591740877858513,4.00581954253325,1.45861450030951,-41229.1488452652,-5.34825316780153,0.352557133236816
200000933,86821.6,Feuillu,28937.3,182.806959597061,94.9460555394728,5.77281423964708,2.60558057375634,0.517566267401817,0.495805447719554,2.64966739848892,1.34283332816969,-142479.226513231,-4.92372220328886,0.519378779389748
200000933,86821.6,Mixte,5113.7,189.601663723145,79.1909331035092,7.24712173423795,3.05747386944906,0.891809602631469,0.481089489569445,3.29783826215742,1.34394097873421,-25199.2069374948,-4.92778358869209,0.417670032785911
200000933,86821.6,total,42823.2,183.573806121129,90.9428571841162,6.17434009914862,2.88160816578456,0.524902308682807,0.510069899459316,2.76782962468126,1.33242868030662,-209215.819495858,-4.88557182779096,0.495402144269475
200004802,40821.4,Conifere,6684,101.137923853253,40.8356974983911,3.00575422497182,0.530316808239526,0.417004639696258,0.204854425184998,2.05843277703603,0.844974282916142,-20708.6297257088,-3.09823903735919,0.41914595764941
200004802,40821.4,Feuillu,15296.9,56.8057756055148,39.3805325292838,1.64054307135641,0.24919820702853,0.364551156965089,0.19529763803198,1.02679370736279,0.694620339919056,-38960.3055515953,-2.54694124636987,0.703953399629345
200004802,40821.4,Mixte,8792.8,69.2059554819451,37.6388653325436,1.94976366484394,0.540795256150438,0.312411112820126,0.330286385471474,1.09655729587337,0.575135972063365,-18542.5371089154,-2.10883189756567,0.555771847211202
200004802,40821.4,total,31175,65.1039498275809,37.2192532558495,1.90044165411055,0.345812208001417,0.347704002826329,0.222711291708169,1.2069254432828,0.672685005920285,-76893.5018850713,-2.46651168837438,0.596678608218297
200005932,41735.3,Conifere,4624.5,219.453001612021,77.3697211285485,10.2732845163684,5.80613400677405,0.461330967061073,0.591740877858513,4.00581954253325,1.45861450030951,-24732.9967744982,-5.34825316780153,0.352557133236816
200005932,41735.3,Feuillu,23834.6,182.806959597061,94.9460555394728,5.77281423964708,2.60558057375634,0.517566267401817,0.495805447719554,2.64966739848892,1.34283332816969,-117354.949226509,-4.92372220328885,0.519378779389748
200005932,41735.3,Mixte,2387.1,189.601663723145,79.1909331035093,7.24712173423796,3.05747386944906,0.89180960263147,0.481089489569445,3.29783826215742,1.34394097873421,-11763.1122045669,-4.9277835886921,0.417670032785911
200005932,41735.3,total,31311.5,183.573806121129,90.9428571841162,6.17434009914863,2.88160816578456,0.524902308682808,0.510069899459316,2.76782962468126,1.33242868030662,-152974.582285877,-4.88557182779096,0.495402144269475
200005957,32888.2,Conifere,3607.7,352.716306043418,107.706660631727,13.6420737035428,8.25733318026493,0.619940945383277,0.634099907719875,4.76479957789461,1.36320981857382,-18032.8575623854,-4.99843600143732,0.305396743745135
200005957,32888.2,Feuillu,7782,197.152187838422,100.815610358535,6.28513013842046,3.5536028462719,0.35436726087701,0.599181407121746,2.37716003127156,1.13426244187852,-32365.0445165617,-4.1589622868879,0.512890217141274
200005957,32888.2,Mixte,4764,293.578938313268,110.905190864568,10.380474492589,5.7875640351327,0.605574390110007,0.592084213082127,3.98733606734633,1.45378145815394,-25394.6545110329,-5.3305320132311,0.378285667829682
200005957,32888.2,total,16699.2,250.569260876671,103.180457245765,8.76347501965304,5.08585973291147,0.45611438404737,0.612211261313646,3.22150090269419,1.22838278117725,-75214.3690445953,-4.5040701976499,0.421633831064497
200006682,55856.6,Conifere,1584.7,280.68621065895,86.2327730355441,13.4283116449162,10.563996611599,0.595205900146633,0.82318316561091,2.2691091331706,0.680036694740445,-3951.39855056901,-2.49346788071497,0.307221266171575
200006682,55856.6,Conifere,1584.7,280.68621065895,86.2327730355441,13.4283116449162,10.563996611599,0.595205900146633,0.82318316561091,2.2691091331706,0.680036694740445,-3951.39855056901,-2.49346788071497,0.307221266171575
200006682,55856.6,Feuillu,15471,179.508681334769,94.4673300737617,5.54872626578139,2.83325730666308,0.361646966811124,0.546214380648766,2.35382199230718,1.19590357335572,-67840.0220057501,-4.38497976897098,0.526254938598695
200006682,55856.6,Feuillu,15471,179.508681334769,94.4673300737617,5.54872626578139,2.83325730666308,0.361646966811124,0.546214380648766,2.35382199230718,1.19590357335572,-67840.0220057501,-4.38497976897098,0.526254938598695
200006682,55856.6,Mixte,1905.7,241.021596058036,94.9929965616359,8.75858451240108,3.36117795222925,0.575011847537089,0.410722564566501,4.82239471263474,1.85682506110076,-12974.688902779,-6.80835855736946,0.394126493705412
200006682,55856.6,Mixte,1905.7,241.021596058036,94.9929965616359,8.75858451240108,3.36117795222925,0.575011847537089,0.410722564566501,4.82239471263474,1.85682506110076,-12974.688902779,-6.80835855736946,0.394126493705412
200006682,55856.6,total,19425,185.725677636103,92.4498984291337,6.07641212720745,3.20970091669273,0.381548301512719,0.563613286451352,2.48516290900201,1.1985149058915,-85364.2241721217,-4.39455465493548,0.497776611214056
200006682,55856.6,total,19425,185.725677636103,92.4498984291337,6.07641212720745,3.20970091669273,0.381548301512719,0.563613286451352,2.48516290900201,1.1985149058915,-85364.2241721217,-4.39455465493548,0.497776611214056
200006716,29571.1,Conifere,34.4,219.453001612021,77.3697211285485,10.2732845163684,5.80613400677405,0.461330967061073,0.591740877858513,4.00581954253325,1.45861450030951,-183.979908972373,-5.34825316780153,0.352557133236816
200006716,29571.1,Feuillu,3747.8,182.806959597061,94.9460555394728,5.77281423964708,2.60558057375634,0.517566267401817,0.495805447719554,2.64966739848892,1.34283332816969,-18453.126073486,-4.92372220328885,0.519378779389748
200006716,29571.1,Mixte,245.4,189.601663723145,79.1909331035093,7.24712173423796,3.05747386944906,0.89180960263147,0.481089489569445,3.29783826215742,1.34394097873421,-1209.27809266504,-4.9277835886921,0.417670032785911
200006716,29571.1,total,5614.3,183.573806121129,90.9428571841162,6.17434009914862,2.88160816578456,0.524902308682807,0.510069899459316,2.76782962468126,1.33242868030662,-27429.0659127668,-4.88557182779096,0.495402144269475
200006930,28297.2,Conifere,8990,296.476166332799,94.0229442679184,12.4321218595854,8.15621096889842,1.18708405730429,0.725316456227821,3.08882683338268,0.930379840210721,-30668.4207994794,-3.41139274743931,0.317134916546297
200006930,28297.2,Feuillu,2197.9,158.982627311279,86.0739462399316,4.76396838947846,1.35266345062447,0.765294153856523,0.338277981880681,2.64601078499747,1.3672411511958,-11018.5508627819,-5.01321755438461,0.541404728904143
200006930,28297.2,Mixte,4456.8,206.964590730912,83.2231755699963,7.96012613336319,2.38159438552518,0.925426709599534,0.338549558703248,4.65310503823848,1.77025740112924,-28928.8383462936,-6.49094380414056,0.402113111600814
200006930,28297.2,total,15951.7,196.922382575922,85.2901656697748,7.07431978481264,3.23450890953919,0.879735916923764,0.522151120805071,2.96007495834969,1.26975607071139,-74267.4823482788,-4.65577225927511,0.433115649699658
200006971,31631.1,Conifere,134.1,219.453001612021,77.3697211285486,10.2732845163684,5.80613400677406,0.461330967061073,0.591740877858513,4.00581954253325,1.45861450030951,-717.200749802186,-5.34825316780153,0.352557133236816
200006971,31631.1,Feuillu,4377.1,182.806959597061,94.9460555394728,5.77281423964708,2.60558057375634,0.517566267401817,0.495805447719554,2.64966739848892,1.34283332816969,-21551.6244560156,-4.92372220328885,0.519378779389748
200006971,31631.1,Mixte,174.8,189.601663723145,79.1909331035092,7.24712173423795,3.05747386944906,0.89180960263147,0.481089489569445,3.29783826215742,1.34394097873421,-861.376571303378,-4.92778358869209,0.417670032785911
200006971,31631.1,total,4836.4,183.573806121129,90.9428571841163,6.17434009914862,2.88160816578456,0.524902308682808,0.510069899459316,2.76782962468126,1.33242868030663,-23628.5795879282,-4.88557182779096,0.495402144269475
200007052,28638.3,Conifere,361.4,296.284354356461,93.9814724892093,12.4267456736172,8.15035853595455,1.18527670317807,0.72502611156842,3.09111043448461,0.931695311140685,-1234.62051330289,-3.41621614084918,0.317223129039439
200007052,28638.3,Feuillu,2667.4,159.505129912583,86.2685246286334,4.78609386081192,1.38014176347714,0.75986111743244,0.342787377542088,2.64609097990234,1.3667058517855,-13367.0210265264,-5.01125478988018,0.540921667478563
200007052,28638.3,Mixte,218,206.964590730912,83.2231755699962,7.96012613336319,2.38159438552518,0.925426709599535,0.338549558703248,4.65310503823848,1.77025740112924,-1415.02574930264,-6.49094380414056,0.402113111600814
200007052,28638.3,total,3270.8,196.679963155164,85.3928224742116,7.05797552856694,3.22809998689671,0.873291892119584,0.521950705428647,2.95658364955065,1.270894248836,-15241.7500000069,-4.65994557906533,0.434246815707193
200007177,25429.2,Conifere,18.3,219.453001612021,77.3697211285485,10.2732845163684,5.80613400677405,0.461330967061073,0.591740877858513,4.00581954253325,1.45861450030951,-97.8730329707681,-5.34825316780153,0.352557133236816
200007177,25429.2,Feuillu,2220.2,182.806959597061,94.9460555394728,5.77281423964708,2.60558057375634,0.517566267401817,0.495805447719554,2.64966739848892,1.34283332816969,-10931.6480357419,-4.92372220328886,0.519378779389748
200007177,25429.2,Mixte,14,189.601663723145,79.1909331035092,7.24712173423796,3.05747386944906,0.89180960263147,0.481089489569445,3.29783826215742,1.34394097873421,-68.9889702416893,-4.9277835886921,0.417670032785911
200007177,25429.2,total,2440.1,183.573806121129,90.9428571841163,6.17434009914862,2.88160816578456,0.524902308682808,0.510069899459316,2.76782962468126,1.33242868030662,-11921.2838169927,-4.88557182779096,0.495402144269475
200010650,42682.5,Conifere,962.5,280.68621065895,86.2327730355441,13.4283116449162,10.563996611599,0.595205900146633,0.82318316561091,2.2691091331706,0.680036694740445,-2399.96283518815,-2.49346788071497,0.307221266171575
200010650,42682.5,Feuillu,14102.1,179.508681334769,94.4673300737617,5.54872626578139,2.83325730666308,0.361646966811124,0.546214380648767,2.35382199230719,1.19590357335572,-61837.4232000057,-4.38497976897098,0.526254938598695
200010650,42682.5,Mixte,617.5,241.021596058036,94.992996561636,8.75858451240109,3.36117795222925,0.57501184753709,0.4107225645665,4.82239471263475,1.85682506110076,-4204.16140917564,-6.80835855736947,0.394126493705412
200010650,42682.5,total,16425.2,185.725677636103,92.4498984291337,6.07641212720745,3.20970091669273,0.381548301512719,0.563613286451352,2.485162909002,1.19851490589149,-72181.4391182463,-4.39455465493548,0.497776611214056
200010700,57517.7,Conifere,1660.8,219.453001612021,77.3697211285485,10.2732845163684,5.80613400677405,0.461330967061073,0.591740877858513,4.00581954253325,1.45861450030951,-8882.37886108479,-5.34825316780153,0.352557133236816
200010700,57517.7,Feuillu,11653.6,182.806959597061,94.9460555394728,5.77281423964708,2.60558057375634,0.517566267401817,0.495805447719554,2.64966739848892,1.34283332816969,-57379.089068247,-4.92372220328885,0.519378779389748
200010700,57517.7,Mixte,452.2,189.601663723145,79.1909331035092,7.24712173423796,3.05747386944906,0.89180960263147,0.481089489569445,3.29783826215742,1.34394097873421,-2228.34373880657,-4.9277835886921,0.417670032785911
200010700,57517.7,total,14465,183.573806121129,90.9428571841163,6.17434009914862,2.88160816578456,0.524902308682807,0.510069899459316,2.76782962468126,1.33242868030662,-70669.7964889962,-4.88557182779096,0.495402144269475
200011773,7773.8,Conifere,555.3,201.998679518444,69.3987387835707,5.00787105214702,2.13087345156533,0.979820449679402,0.529008610333727,1.89717715090229,0.651265625012531,-1326.04193908801,-2.38797395837928,0.34458125546248
200011773,7773.8,Feuillu,1372.7,176.233023842448,92.73932577261,5.36956993417497,2.56735058409555,0.398751948203795,0.516484528570794,2.40346740187563,1.21997769039992,-6140.43237724391,-4.47325153146639,0.525088828323065
200011773,7773.8,Mixte,582.1,223.54326972719,88.3636357709157,7.29911013331597,2.7148814829791,0.716991048148591,0.412463136544735,3.86723760218828,1.51942447164778,-3243.00894480264,-5.57122306270854,0.395450308348512
200011773,7773.8,total,2510.1,183.760373871475,85.022332632124,5.513813671501,2.57041801410062,0.561519879847077,0.519035849293217,2.38187577755331,1.09497799863113,-10077.8490060013,-4.01491932831414,0.461538317997281
200011781,29051.6,Conifere,342.8,219.453001612021,77.3697211285486,10.2732845163684,5.80613400677405,0.461330967061073,0.591740877858513,4.00581954253325,1.45861450030951,-1833.38118592237,-5.34825316780153,0.352557133236816
200011781,29051.6,Feuillu,10047.1,182.806485344147,94.9458789291216,5.77279415731784,2.60555563288538,0.517571198732976,0.495803061719575,2.64966732569949,1.34283381403771,-49469.1472477337,-4.92372398480494,0.519379217843621
200011781,29051.6,Mixte,355.2,189.601663723145,79.1909331035093,7.24712173423796,3.05747386944906,0.89180960263147,0.481089489569445,3.29783826215742,1.34394097873421,-1750.34873070343,-4.9277835886921,0.417670032785911
200011781,29051.6,total,11066.8,183.574047357556,90.9427550282715,6.17435636364578,2.881614543432,0.524908721261118,0.510070138859745,2.76783309895266,1.33242754768275,-54067.6003438833,-4.88556767483674,0.495401018623496
200012060,32490.2,Conifere,2201.4,381.363370560967,114.019609009048,14.6357207725721,11.2618263254352,0.721354092680887,0.809366792217043,2.65254035445595,0.608400527008305,-4910.88737390564,-2.23080193236379,0.298978920920827
200012060,32490.2,Feuillu,13400.8,179.072911529448,92.136245130407,5.25640852035536,1.6822013857045,0.522018046497574,0.355315302992694,3.05218908815328,1.50898509987372,-74145.8942634217,-5.53294536620364,0.51451804934358
200012060,32490.2,Mixte,1595.1,291.155561287966,105.498303836674,10.1294020314281,4.54644090992465,0.606196538060816,0.477406574193022,4.97676458344266,1.76845996826112,-10343.1918163688,-6.48435321695743,0.362343426895189
200012060,32490.2,total,17231.7,246.74940129732,98.6011962923868,8.35040462469402,4.28419384447313,0.575102314288543,0.551000292135228,3.49110846593235,1.39142164850148,-87914.054875104,-5.10187937783875,0.399600549277839
200013050,19762.4,Conifere,2138.3,357.822347879201,109.227938009491,13.6525145102059,8.08650411835713,0.621507731307849,0.620558661012448,4.94450266054096,1.41237991179966,-11073.6705398045,-5.17872634326542,0.305149807342819
200013050,19762.4,Feuillu,6588.9,218.043188793812,108.322843291136,7.15769724655958,4.40796929274703,0.345608770372039,0.647080452368698,2.40411918344051,1.06069449709876,-25625.6365637582,-3.8892131560288,0.496854497201831
200013050,19762.4,Mixte,2141.3,302.185412941512,113.49647830048,10.6452019060707,6.18997187683413,0.610294816129564,0.61684396490715,3.84493521310697,1.38535901108385,-10877.0539182575,-5.07964970730746,0.375386490793597
200013050,19762.4,total,10955,279.766664187981,107.987928632326,9.97402639456793,5.93149536099073,0.489623646749041,0.625394715798503,3.55290738682816,1.24139466371045,-49864.7546501427,-4.551780433605,0.387067701178157
200015162,47439.4,Conifere,168.6,304.717488655448,127.901528561208,5.99418991403667,1.46088982553703,0.427518307691818,0.262435065124359,4.10578178080782,1.64821959623037,-1018.92935438962,-6.0434718528447,0.419489108402961
200015162,47439.4,Feuillu,28143.4,93.3983521956208,80.2855618972943,2.03691212145357,0.151156668412881,0.498642934418481,0.0982641202767801,1.38711251862221,1.15394732355611,-119078.670721154,-4.23114018637242,0.859603622654262
200015162,47439.4,Mixte,538,204.699446657784,112.675654866816,4.05980641695497,0.0474199042282133,0.752328956312323,0.0143371813693326,3.26005755641443,1.58073115239243,-3118.25565328613,-5.7960142254389,0.550444354914094
200015162,47439.4,total,28932.3,123.149333379446,83.9079569626978,2.57869389125598,0.293420352303329,0.47936340193256,0.139768537538791,1.80591013702009,1.18609372336089,-125826.871252112,-4.34901031898992,0.681348933407095
200016905,22391.9,Conifere,4265.8,296.476166332799,94.0229442679184,12.4321218595854,8.15621096889842,1.18708405730429,0.725316456227821,3.08882683338268,0.930379840210722,-14552.3191820266,-3.41139274743931,0.317134916546297
200016905,22391.9,Feuillu,4212.1,158.982627311279,86.0739462399316,4.76396838947846,1.35266345062447,0.765294153856523,0.338277981880681,2.64601078499747,1.3672411511958,-21116.1736608234,-5.01321755438461,0.541404728904143
200016905,22391.9,Mixte,5451.5,206.964590730912,83.2231755699963,7.9601261333632,2.38159438552518,0.925426709599534,0.338549558703248,4.65310503823848,1.77025740112924,-35385.3801482722,-6.49094380414056,0.402113111600815
200016905,22391.9,total,14283.2,196.922382575922,85.2901656697748,7.07431978481264,3.23450890953919,0.879735916923764,0.522151120805071,2.96007495834969,1.26975607071139,-66499.3263336783,-4.65577225927511,0.433115649699658
200017341,55411.2000000001,Conifere,4291.3,267.854673187587,86.187239860463,11.1463798057623,7.12002624358591,1.06784843834072,0.706454738693487,2.95850512383565,0.924969963353113,-14554.1865470365,-3.39155653229475,0.332744766685454
200017341,55411.2000000001,Feuillu,28258.7,128.089034841585,71.9755933240346,3.82937308419452,1.03057857359626,0.643179837725042,0.323451370923032,2.15561467287322,1.16375293133366,-120582.531522488,-4.26709408155677,0.590985633723293
200017341,55411.2000000001,Mixte,2552.1,166.698793907152,69.917768756232,6.23129206073661,1.84942694010626,0.745669231723953,0.337140740031362,3.6361958889064,1.42867227154555,-13369.0865154418,-5.23846499566702,0.447206235225971
200017341,55411.2000000001,total,35213.3,158.899622802456,71.564886338929,5.62451277951864,2.43387920763208,0.723853851627714,0.496643256232389,2.46677972025885,1.10372968597763,-142508.536687865,-4.04700884858463,0.481544714047802
200017846,48983.5000000001,Conifere,583.4,219.453001612021,77.3697211285485,10.2732845163684,5.80613400677405,0.461330967061073,0.591740877858513,4.00581954253325,1.45861450030951,-3120.17089809541,-5.34825316780153,0.352557133236816
200017846,48983.5000000001,Feuillu,4926.6,182.806959597061,94.9460555394728,5.77281423964708,2.60558057375634,0.517566267401817,0.495805447719554,2.64966739848892,1.34283332816969,-24257.2098067229,-4.92372220328886,0.519378779389748
200017846,48983.5000000001,Mixte,826.8,189.601663723145,79.1909331035092,7.24712173423796,3.05747386944906,0.89180960263147,0.481089489569445,3.29783826215742,1.34394097873421,-4074.29147113062,-4.92778358869209,0.417670032785911
200017846,48983.5000000001,total,6456.3,183.573806121129,90.9428571841163,6.17434009914862,2.88160816578456,0.524902308682808,0.510069899459316,2.76782962468126,1.33242868030662,-31542.7173917667,-4.88557182779096,0.495402144269475
200018083,24856.9,Conifere,86,219.453001612021,77.3697211285485,10.2732845163684,5.80613400677405,0.461330967061073,0.591740877858513,4.00581954253325,1.45861450030951,-459.949772430932,-5.34825316780153,0.352557133236816
200018083,24856.9,Feuillu,4372.5,182.806959597061,94.9460555394728,5.77281423964708,2.60558057375634,0.517566267401817,0.495805447719554,2.64966739848892,1.34283332816969,-21528.9753338805,-4.92372220328885,0.519378779389748
