CODGEO,LIBGEO,EPCI,LIBEPCI,NATURE_EPCI
02022,Arcy-Sainte-Restitue,240200519,CC du Canton d'Oulchy le Château,CC
02023,Armentières-sur-Ourcq,240200568,CC de l'Ourcq et du Clignon,CC
02024,Arrancy,240200410,CC du Laonnois,CC
02025,Artemps,240200527,CC du Canton de Saint Simon,CC
02026,Artonges,240200550,CC du Canton de Condé en Brie,CC
02027,Assis-sur-Serre,240200469,CC du Pays de la Serre,CC
02028,Athies-sous-Laon,240200410,CC du Laonnois,CC
02029,Attilly,240200493,CC du Pays du Vermandois,CC
02030,Aubencheul-aux-Bois,240200493,CC du Pays du Vermandois,CC
02031,Aubenton,240200600,CC du Pays des Trois Rivières,CC
02032,Aubigny-aux-Kaisnes,240200527,CC du Canton de Saint Simon,CC
02033,Aubigny-en-Laonnois,240200592,CC du Chemin des Dames,CC
02034,Audignicourt,240200436,CC du Pays de la Vallée de l'Aisne,CC
02035,Audigny,240200485,CC de la Région de Guise,CC
02036,Augy,240200501,CC du Val de l'Aisne,CC
02037,Aulnois-sous-Laon,240200410,CC du Laonnois,CC
02038,Les Autels,240200634,CC des Portes de la Thiérache,CC
02039,Autremencourt,240200469,CC du Pays de la Serre,CC
02040,Autreppes,240200444,CC de la Thiérache du Centre,CC
02041,Autreville,240200683,CC Chauny Tergnier,CC
02042,Azy-sur-Marne,240200618,CC de la Région de Château Thierry,CC
02043,Bagneux,240200477,CA du Soissonnais,CA
02044,Bancigny,240200444,CC de la Thiérache du Centre,CC
02046,Barenton-Bugny,240200469,CC du Pays de la Serre,CC
02047,Barenton-Cel,240200469,CC du Pays de la Serre,CC
02048,Barenton-sur-Serre,240200469,CC du Pays de la Serre,CC
02049,Barisis,240200642,CC du Val de l'Ailette,CC
02050,Barzy-en-Thiérache,240200444,CC de la Thiérache du Centre,CC
02051,Barzy-sur-Marne,240200550,CC du Canton de Condé en Brie,CC
02052,Bassoles-Aulers,240200659,CC des Vallons d'Anizy,CC
02053,Baulne-en-Brie,240200550,CC du Canton de Condé en Brie,CC
02054,Bazoches-sur-Vesles,240200501,CC du Val de l'Aisne,CC
02055,Beaumé,240200600,CC du Pays des Trois Rivières,CC
02056,Beaumont-en-Beine,240200683,CC Chauny Tergnier,CC
02057,Beaurevoir,240200493,CC du Pays du Vermandois,CC
02058,Beaurieux,240200592,CC du Chemin des Dames,CC
02059,Beautor,240200428,CC des Villes d'Oyse,CC
02060,Beauvois-en-Vermandois,240200493,CC du Pays du Vermandois,CC
02061,Becquigny,240200493,CC du Pays du Vermandois,CC
02062,Belleau,240200618,CC de la Région de Château Thierry,CC
02063,Bellenglise,240200493,CC du Pays du Vermandois,CC
02064,Belleu,240200477,CA du Soissonnais,CA
02065,Bellicourt,240200493,CC du Pays du Vermandois,CC
02066,Benay,240200279,CC de la Vallée de l'Oise,CC
02067,Bergues-sur-Sambre,240200444,CC de la Thiérache du Centre,CC
02068,Berlancourt,240200444,CC de la Thiérache du Centre,CC
02069,Berlise,240200634,CC des Portes de la Thiérache,CC
02070,Bernot,240200485,CC de la Région de Guise,CC
02071,Berny-Rivière,240200436,CC du Pays de la Vallée de l'Aisne,CC
02072,Berrieux,240200592,CC du Chemin des Dames,CC
02073,Berry-au-Bac,240200576,CC de la Champagne Picarde,CC
02074,Bertaucourt-Epourdon,240200428,CC des Villes d'Oyse,CC
02075,Berthenicourt,240200279,CC de la Vallée de l'Oise,CC
02076,Bertricourt,240200576,CC de la Champagne Picarde,CC
02077,Berzy-le-Sec,240200477,CA du Soissonnais,CA
02078,Besmé,ZZZZZZZZZ,nd,nd
02079,Besmont,240200600,CC du Pays des Trois Rivières,CC
02080,Besny-et-Loizy,240200410,CC du Laonnois,CC
02081,Béthancourt-en-Vaux,240200683,CC Chauny Tergnier,CC
02082,Beugneux,240200519,CC du Canton d'Oulchy le Château,CC
02083,Beuvardes,240200626,CC du Tardenois,CC
02084,Bézu-le-Guéry,240200584,CC du Canton de Charly sur Marne,CC
02085,Bézu-Saint-Germain,240200618,CC de la Région de Château Thierry,CC
02086,Bichancourt,240200642,CC du Val de l'Ailette,CC
02087,Bieuxy,240200436,CC du Pays de la Vallée de l'Aisne,CC
02088,Bièvres,240200410,CC du Laonnois,CC
02089,Billy-sur-Aisne,240200477,CA du Soissonnais,CA
02090,Billy-sur-Ourcq,240200519,CC du Canton d'Oulchy le Château,CC
02091,Blanzy-lès-Fismes,240200501,CC du Val de l'Aisne,CC
02093,Blérancourt,ZZZZZZZZZ,nd,nd
02094,Blesmes,240200618,CC de la Région de Château Thierry,CC
02095,Bohain-en-Vermandois,240200493,CC du Pays du Vermandois,CC
02096,Bois-lès-Pargny,240200469,CC du Pays de la Serre,CC
02097,Boncourt,240200576,CC de la Champagne Picarde,CC
02098,Bonneil,240200618,CC de la Région de Château Thierry,CC
02099,Bonnesvalyn,240200568,CC de l'Ourcq et du Clignon,CC
02100,Bony,240200493,CC du Pays du Vermandois,CC
02101,Bosmont-sur-Serre,240200469,CC du Pays de la Serre,CC
02102,Bouconville-Vauclair,240200592,CC du Chemin des Dames,CC
02103,Boué,240200444,CC de la Thiérache du Centre,CC
02104,Bouffignereux,240200576,CC de la Champagne Picarde,CC
02105,Bouresches,240200618,CC de la Région de Château Thierry,CC
02106,Bourg-et-Comin,240200592,CC du Chemin des Dames,CC
02107,Bourguignon-sous-Coucy,ZZZZZZZZZ,nd,nd
02108,Bourguignon-sous-Montbavin,240200659,CC des Vallons d'Anizy,CC
02109,La Bouteille,240200444,CC de la Thiérache du Centre,CC
02110,Braine,240200501,CC du Val de l'Aisne,CC
02111,Brancourt-en-Laonnois,240200659,CC des Vallons d'Anizy,CC
02112,Brancourt-le-Grand,240200493,CC du Pays du Vermandois,CC
02114,Brasles,240200618,CC de la Région de Château Thierry,CC
02115,Braye-en-Laonnois,240200592,CC du Chemin des Dames,CC
02116,Braye-en-Thiérache,240200444,CC de la Thiérache du Centre,CC
02117,Bray-Saint-Christophe,240200527,CC du Canton de Saint Simon,CC
02118,Braye,240200501,CC du Val de l'Aisne,CC
02119,Brécy,240200618,CC de la Région de Château Thierry,CC
02120,Brenelle,240200501,CC du Val de l'Aisne,CC
02121,Breny,240200519,CC du Canton d'Oulchy le Château,CC
02122,Brie,240200428,CC des Villes d'Oyse,CC
02123,Brissay-Choigny,240200279,CC de la Vallée de l'Oise,CC
02124,Brissy-Hamégicourt,240200279,CC de la Vallée de l'Oise,CC
02125,Brumetz,240200568,CC de l'Ourcq et du Clignon,CC
02126,Brunehamel,240200634,CC des Portes de la Thiérache,CC
02127,Bruyères-sur-Fère,240200626,CC du Tardenois,CC
02128,Bruyères-et-Montbérault,240200410,CC du Laonnois,CC
02129,Bruys,240200501,CC du Val de l'Aisne,CC
02130,Bucilly,240200600,CC du Pays des Trois Rivières,CC
02131,Bucy-le-Long,240200501,CC du Val de l'Aisne,CC
02132,Bucy-lès-Cerny,240200410,CC du Laonnois,CC
02133,Bucy-lès-Pierrepont,240200576,CC de la Champagne Picarde,CC
02134,Buire,240200600,CC du Pays des Trois Rivières,CC
02135,Buironfosse,240200444,CC de la Thiérache du Centre,CC
02136,Burelles,240200444,CC de la Thiérache du Centre,CC
02137,Bussiares,240200568,CC de l'Ourcq et du Clignon,CC
02138,Buzancy,240200519,CC du Canton d'Oulchy le Château,CC
02139,Caillouël-Crépigny,240200683,CC Chauny Tergnier,CC
02140,Camelin,ZZZZZZZZZ,nd,nd
02141,La Capelle,240200444,CC de la Thiérache du Centre,CC
02142,Castres,240200261,CA de Saint Quentin,CA
02143,Le Catelet,240200493,CC du Pays du Vermandois,CC
02144,Caulaincourt,240200493,CC du Pays du Vermandois,CC
02145,Caumont,240200683,CC Chauny Tergnier,CC
02146,Celles-lès-Condé,240200550,CC du Canton de Condé en Brie,CC
02147,La Celle-sous-Montmirail,240200550,CC du Canton de Condé en Brie,CC
02148,Celles-sur-Aisne,240200501,CC du Val de l'Aisne,CC
02149,Cerizy,240200279,CC de la Vallée de l'Oise,CC
02150,Cerny-en-Laonnois,240200410,CC du Laonnois,CC
02151,Cerny-lès-Bucy,240200410,CC du Laonnois,CC
02152,Cerseuil,240200501,CC du Val de l'Aisne,CC
02153,Cessières,240200410,CC du Laonnois,CC
02154,Chacrise,240200519,CC du Canton d'Oulchy le Château,CC
02155,Chaillevois,240200659,CC des Vallons d'Anizy,CC
02156,Chalandry,240200469,CC du Pays de la Serre,CC
02157,Chambry,240200410,CC du Laonnois,CC
02158,Chamouille,240200410,CC du Laonnois,CC
02159,Champs,240200642,CC du Val de l'Ailette,CC
02160,Chaourse,240200634,CC des Portes de la Thiérache,CC
02161,La Chapelle-Monthodon,240200550,CC du Canton de Condé en Brie,CC
02162,La Chapelle-sur-Chézy,240200584,CC du Canton de Charly sur Marne,CC
02163,Charly-sur-Marne,240200584,CC du Canton de Charly sur Marne,CC
02164,Le Charmel,240200626,CC du Tardenois,CC
02165,Charmes,240200428,CC des Villes d'Oyse,CC
02166,Chartèves,240200550,CC du Canton de Condé en Brie,CC
02167,Chassemy,240200501,CC du Val de l'Aisne,CC
02168,Château-Thierry,240200618,CC de la Région de Château Thierry,CC
02169,Châtillon-lès-Sons,240200469,CC du Pays de la Serre,CC
02170,Châtillon-sur-Oise,240200279,CC de la Vallée de l'Oise,CC
02171,Chaudardes,240200576,CC de la Champagne Picarde,CC
02172,Chaudun,240200519,CC du Canton d'Oulchy le Château,CC
02173,Chauny,240200683,CC Chauny Tergnier,CC
02174,Chavignon,240200501,CC du Val de l'Aisne,CC
02175,Chavigny,240200477,CA du Soissonnais,CA
02176,Chavonne,240200501,CC du Val de l'Aisne,CC
02177,Chérêt,ZZZZZZZZZ,nd,nd
02178,Chermizy-Ailles,240200592,CC du Chemin des Dames,CC
02179,Chéry-Chartreuve,240200501,CC du Val de l'Aisne,CC
02180,Chéry-lès-Pouilly,240200469,CC du Pays de la Serre,CC
02181,Chéry-lès-Rozoy,240200634,CC des Portes de la Thiérache,CC
02182,Chevennes,240200444,CC de la Thiérache du Centre,CC
02183,Chevregny,240200659,CC des Vallons d'Anizy,CC
02184,Chevresis-Monceau,240200279,CC de la Vallée de l'Oise,CC
02185,Chézy-en-Orxois,240200568,CC de l'Ourcq et du Clignon,CC
02186,Chézy-sur-Marne,240200584,CC du Canton de Charly sur Marne,CC
02187,Chierry,240200618,CC de la Région de Château Thierry,CC
02188,Chigny,240200485,CC de la Région de Guise,CC
02189,Chivres-en-Laonnois,240200576,CC de la Champagne Picarde,CC
02190,Chivres-Val,240200501,CC du Val de l'Aisne,CC
02191,Chivy-lès-Étouvelles,240200410,CC du Laonnois,CC
02192,Chouy,240200568,CC de l'Ourcq et du Clignon,CC
02193,Cierges,240200626,CC du Tardenois,CC
02194,Cilly,240200469,CC du Pays de la Serre,CC
02195,Ciry-Salsogne,240200501,CC du Val de l'Aisne,CC
02196,Clacy-et-Thierret,240200410,CC du Laonnois,CC
02197,Clairfontaine,240200444,CC de la Thiérache du Centre,CC
02198,Clamecy,240200501,CC du Val de l'Aisne,CC
02199,Clastres,240200527,CC du Canton de Saint Simon,CC
02200,Clermont-les-Fermes,ZZZZZZZZZ,nd,nd
02201,Coeuvres-et-Valsery,240200436,CC du Pays de la Vallée de l'Aisne,CC
02203,Coincy,240200618,CC de la Région de Château Thierry,CC
02204,Coingt,240200600,CC du Pays des Trois Rivières,CC
02205,Colligis-Crandelain,240200410,CC du Laonnois,CC
02206,Colonfay,240200444,CC de la Thiérache du Centre,CC
02207,Commenchon,240200683,CC Chauny Tergnier,CC
02208,Concevreux,240200576,CC de la Champagne Picarde,CC
02209,Condé-en-Brie,240200550,CC du Canton de Condé en Brie,CC
02210,Condé-sur-Aisne,240200501,CC du Val de l'Aisne,CC
02211,Condé-sur-Suippe,240200576,CC de la Champagne Picarde,CC
02212,Condren,240200683,CC Chauny Tergnier,CC
02213,Connigis,240200550,CC du Canton de Condé en Brie,CC
02214,Contescourt,240200261,CA de Saint Quentin,CA
02215,Corbeny,240200592,CC du Chemin des Dames,CC
02216,Corcy,240200691,CC Villers-Cotterêts - Forêt de Retz,CC
02217,Coucy-le-Château-Auffrique,240200642,CC du Val de l'Ailette,CC
02218,Coucy-lès-Eppes,240200576,CC de la Champagne Picarde,CC
02219,Coucy-la-Ville,240200642,CC du Val de l'Ailette,CC
02220,Coulonges-Cohan,240200626,CC du Tardenois,CC
02221,Coupru,240200584,CC du Canton de Charly sur Marne,CC
02222,Courbes,ZZZZZZZZZ,nd,nd
02223,Courboin,240200550,CC du Canton de Condé en Brie,CC
02224,Courcelles-sur-Vesle,ZZZZZZZZZ,nd,nd
02225,Courchamps,240200568,CC de l'Ourcq et du Clignon,CC
02226,Courmelles,240200477,CA du Soissonnais,CA
02227,Courmont,240200626,CC du Tardenois,CC
02228,Courtemont-Varennes,240200550,CC du Canton de Condé en Brie,CC
02229,Courtrizy-et-Fussigny,240200576,CC de la Champagne Picarde,CC
02230,Couvrelles,240200501,CC du Val de l'Aisne,CC
02231,Couvron-et-Aumencourt,240200469,CC du Pays de la Serre,CC
02232,Coyolles,240200691,CC Villers-Cotterêts - Forêt de Retz,CC
02233,Cramaille,240200519,CC du Canton d'Oulchy le Château,CC
02234,Craonne,240200592,CC du Chemin des Dames,CC
02235,Craonnelle,240200592,CC du Chemin des Dames,CC
02236,Crécy-au-Mont,240200642,CC du Val de l'Ailette,CC
02237,Crécy-sur-Serre,240200469,CC du Pays de la Serre,CC
02238,Crépy,240200410,CC du Laonnois,CC
02239,Crézancy,240200550,CC du Canton de Condé en Brie,CC
02240,Croix-Fonsomme,240200493,CC du Pays du Vermandois,CC
02241,La Croix-sur-Ourcq,240200568,CC de l'Ourcq et du Clignon,CC
02242,Crouttes-sur-Marne,240200584,CC du Canton de Charly sur Marne,CC
02243,Crouy,240200477,CA du Soissonnais,CA
02244,Crupilly,240200485,CC de la Région de Guise,CC
02245,Cuffies,240200477,CA du Soissonnais,CA
02246,Cugny,240200527,CC du Canton de Saint Simon,CC
02248,Cuirieux,240200469,CC du Pays de la Serre,CC
02249,Cuiry-Housse,240200519,CC du Canton d'Oulchy le Château,CC
02250,Cuiry-lès-Chaudardes,240200592,CC du Chemin des Dames,CC
02251,Cuiry-lès-Iviers,240200634,CC des Portes de la Thiérache,CC
02252,Cuissy-et-Geny,240200592,CC du Chemin des Dames,CC
02253,Cuisy-en-Almont,240200477,CA du Soissonnais,CA
02254,Cutry,240200436,CC du Pays de la Vallée de l'Aisne,CC
02255,Cys-la-Commune,240200501,CC du Val de l'Aisne,CC
02256,Dagny-Lambercy,240200634,CC des Portes de la Thiérache,CC
02257,Dallon,240200527,CC du Canton de Saint Simon,CC
02258,Dammard,240200568,CC de l'Ourcq et du Clignon,CC
02259,Dampleux,240200691,CC Villers-Cotterêts - Forêt de Retz,CC
02260,Danizy,240200428,CC des Villes d'Oyse,CC
02261,Dercy,240200469,CC du Pays de la Serre,CC
02262,Deuillet,240200428,CC des Villes d'Oyse,CC
02263,Dhuizel,240200501,CC du Val de l'Aisne,CC
02264,Dizy-le-Gros,240200634,CC des Portes de la Thiérache,CC
02265,Dohis,240200634,CC des Portes de la Thiérache,CC
02266,Dolignon,240200634,CC des Portes de la Thiérache,CC
02267,Dommiers,240200436,CC du Pays de la Vallée de l'Aisne,CC
02268,Domptin,240200584,CC du Canton de Charly sur Marne,CC
02269,Dorengt,240200444,CC de la Thiérache du Centre,CC
02270,Douchy,240200493,CC du Pays du Vermandois,CC
02271,Dravegny,240200626,CC du Tardenois,CC
02272,Droizy,240200519,CC du Canton d'Oulchy le Château,CC
02273,Dury,240200527,CC du Canton de Saint Simon,CC
02274,Ébouleau,240200576,CC de la Champagne Picarde,CC
02275,Effry,240200600,CC du Pays des Trois Rivières,CC
02276,Englancourt,240200444,CC de la Thiérache du Centre,CC
02277,Épagny,240200436,CC du Pays de la Vallée de l'Aisne,CC
02278,Éparcy,240200600,CC du Pays des Trois Rivières,CC
02279,Épaux-Bézu,240200618,CC de la Région de Château Thierry,CC
02280,Épieds,240200618,CC de la Région de Château Thierry,CC
02281,L'Épine-aux-Bois,240200584,CC du Canton de Charly sur Marne,CC
02282,Eppes,240200410,CC du Laonnois,CC
02283,Erlon,240200469,CC du Pays de la Serre,CC
02284,Erloy,240200444,CC de la Thiérache du Centre,CC
02286,Esquéhéries,240200444,CC de la Thiérache du Centre,CC
02287,Essigny-le-Grand,240200279,CC de la Vallée de l'Oise,CC
02288,Essigny-le-Petit,240200261,CA de Saint Quentin,CA
02289,Essises,240200584,CC du Canton de Charly sur Marne,CC
02290,Essômes-sur-Marne,240200618,CC de la Région de Château Thierry,CC
02291,Estrées,240200493,CC du Pays du Vermandois,CC
02292,Étampes-sur-Marne,240200618,CC de la Région de Château Thierry,CC
02293,Étaves-et-Bocquiaux,240200493,CC du Pays du Vermandois,CC
02294,Étouvelles,240200410,CC du Laonnois,CC
02295,Étréaupont,240200444,CC de la Thiérache du Centre,CC
02296,Étreillers,240200493,CC du Pays du Vermandois,CC
02297,Étrépilly,240200618,CC de la Région de Château Thierry,CC
02298,Étreux,240200451,CC de la Thiérache d'Aumale,CC
02299,Évergnicourt,240200576,CC de la Champagne Picarde,CC
02301,Faucoucourt,240200659,CC des Vallons d'Anizy,CC
02302,Faverolles,240200691,CC Villers-Cotterêts - Forêt de Retz,CC
02303,Fayet,240200261,CA de Saint Quentin,CA
02304,La Fère,240200428,CC des Villes d'Oyse,CC
02305,Fère-en-Tardenois,240200626,CC du Tardenois,CC
02306,La Ferté-Chevresis,240200279,CC de la Vallée de l'Oise,CC
02307,La Ferté-Milon,240200568,CC de l'Ourcq et du Clignon,CC
02308,Fesmy-le-Sart,240200444,CC de la Thiérache du Centre,CC
02309,Festieux,240200410,CC du Laonnois,CC
02310,Fieulaine,240200261,CA de Saint Quentin,CA
02311,Filain,240200501,CC du Val de l'Aisne,CC
02312,La Flamengrie,240200444,CC de la Thiérache du Centre,CC
02313,Flavigny-le-Grand-et-Beaurain,240200485,CC de la Région de Guise,CC
02315,Flavy-le-Martel,240200527,CC du Canton de Saint Simon,CC
02316,Fleury,240200691,CC Villers-Cotterêts - Forêt de Retz,CC
02317,Fluquières,240200493,CC du Pays du Vermandois,CC
02318,Folembray,240200642,CC du Val de l'Ailette,CC
02319,Fonsomme,240200261,CA de Saint Quentin,CA
02320,Fontaine-lès-Clercs,240200527,CC du Canton de Saint Simon,CC
02321,Fontaine-lès-Vervins,240200444,CC de la Thiérache du Centre,CC
02322,Fontaine-Notre-Dame,240200261,CA de Saint Quentin,CA
02323,Fontaine-Uterte,240200493,CC du Pays du Vermandois,CC
02324,Fontenelle,240200444,CC de la Thiérache du Centre,CC
02325,Fontenelle-en-Brie,240200550,CC du Canton de Condé en Brie,CC
02326,Fontenoy,240200436,CC du Pays de la Vallée de l'Aisne,CC
02327,Foreste,240200493,CC du Pays du Vermandois,CC
02328,Fossoy,240200618,CC de la Région de Château Thierry,CC
02329,Fourdrain,240200428,CC des Villes d'Oyse,CC
02330,Francilly-Selency,240200493,CC du Pays du Vermandois,CC
02331,Franqueville,240200444,CC de la Thiérache du Centre,CC
02332,Fresnes-en-Tardenois,240200626,CC du Tardenois,CC
02333,Fresnes,ZZZZZZZZZ,nd,nd
02334,Fresnoy-le-Grand,240200493,CC du Pays du Vermandois,CC
02335,Fressancourt,240200428,CC des Villes d'Oyse,CC
02336,Frières-Faillouël,240200683,CC Chauny Tergnier,CC
02337,Froidestrées,240200444,CC de la Thiérache du Centre,CC
02338,Froidmont-Cohartille,240200469,CC du Pays de la Serre,CC
02339,Gandelu,240200568,CC de l'Ourcq et du Clignon,CC
02340,Gauchy,240200261,CA de Saint Quentin,CA
02341,Gercy,240200444,CC de la Thiérache du Centre,CC
02342,Gergny,240200444,CC de la Thiérache du Centre,CC
02343,Germaine,240200493,CC du Pays du Vermandois,CC
02344,Gernicourt,240200576,CC de la Champagne Picarde,CC
02345,Gibercourt,240200279,CC de la Vallée de l'Oise,CC
02346,Gizy,240200576,CC de la Champagne Picarde,CC
02347,Gland,240200618,CC de la Région de Château Thierry,CC
02348,Glennes,240200501,CC du Val de l'Aisne,CC
02349,Goudelancourt-lès-Berrieux,240200592,CC du Chemin des Dames,CC
02350,Goudelancourt-lès-Pierrepont,240200576,CC de la Champagne Picarde,CC
02351,Goussancourt,240200626,CC du Tardenois,CC
02352,Gouy,240200493,CC du Pays du Vermandois,CC
02353,Grandlup-et-Fay,240200469,CC du Pays de la Serre,CC
02354,Grandrieux,240200634,CC des Portes de la Thiérache,CC
02355,Gricourt,240200493,CC du Pays du Vermandois,CC
02356,Grisolles,240200568,CC de l'Ourcq et du Clignon,CC
02357,Gronard,240200444,CC de la Thiérache du Centre,CC
02358,Grougis,240200451,CC de la Thiérache d'Aumale,CC
02359,Grugies,240200261,CA de Saint Quentin,CA
02360,Guignicourt,240200576,CC de la Champagne Picarde,CC
02361,Guise,240200485,CC de la Région de Guise,CC
02362,Guivry,240200683,CC Chauny Tergnier,CC
02363,Guny,240200642,CC du Val de l'Ailette,CC
02364,Guyencourt,240200576,CC de la Champagne Picarde,CC
02366,Hannapes,240200451,CC de la Thiérache d'Aumale,CC
02367,Happencourt,240200527,CC du Canton de Saint Simon,CC
02368,Haramont,ZZZZZZZZZ,nd,nd
02369,Harcigny,240200444,CC de la Thiérache du Centre,CC
02370,Hargicourt,240200493,CC du Pays du Vermandois,CC
02371,Harly,240200261,CA de Saint Quentin,CA
02372,Hartennes-et-Taux,240200519,CC du Canton d'Oulchy le Château,CC
02373,Hary,240200444,CC de la Thiérache du Centre,CC
02374,Lehaucourt,240200493,CC du Pays du Vermandois,CC
02375,Hautevesnes,240200568,CC de l'Ourcq et du Clignon,CC
02376,Hauteville,240200485,CC de la Région de Guise,CC
02377,Haution,240200444,CC de la Thiérache du Centre,CC
02378,La Hérie,240200600,CC du Pays des Trois Rivières,CC
02379,Le Hérie-la-Viéville,240200444,CC de la Thiérache du Centre,CC
02380,Hinacourt,240200279,CC de la Vallée de l'Oise,CC
02381,Hirson,240200600,CC du Pays des Trois Rivières,CC
02382,Holnon,240200493,CC du Pays du Vermandois,CC
02383,Homblières,240200261,CA de Saint Quentin,CA
02384,Houry,240200444,CC de la Thiérache du Centre,CC
02385,Housset,240200444,CC de la Thiérache du Centre,CC
02386,Iron,240200485,CC de la Région de Guise,CC
02387,Itancourt,240200279,CC de la Vallée de l'Oise,CC
02388,Iviers,240200600,CC du Pays des Trois Rivières,CC
02389,Jaulgonne,240200550,CC du Canton de Condé en Brie,CC
02390,Jeancourt,240200493,CC du Pays du Vermandois,CC
02391,Jeantes,240200600,CC du Pays des Trois Rivières,CC
02392,Joncourt,240200493,CC du Pays du Vermandois,CC
02393,Jouaignes,240200501,CC du Val de l'Aisne,CC
